city,page,title,description,project_unit,project_name,area,floor_area,price,location,bedrooms,bathrooms,floor,condition,property_type,offer_type,construction_year,parking_spaces,ownership_type,project_link,publish_date,publish_by
mandaluyong,1,Residential Condominium in Shang Residences Wack Wack Mandaluyong City For Sale,"3 Bedrooms
with balcony
Golf course view
With 2 Car garage



Turn Over September 2025",,,,231 sqm,"₱ 69,500,000","Wack-Wack Greenhills, Mandaluyong",,,,,Condo,For Sale,,,Freehold,,"2 days, 1 hour ago",My Hometown Realty and Developer Inc. (DMGS)
mandaluyong,1,MSG-18-0680 | Condo Unit for Sale in Mandaluyong City | California Garden Square,"Live in the heart of the city with this condominium unit for sale in Mandaluyong City, located at Glenhaven Tower 2, California Garden Square Condominium, D. Guevarra Street corner Calbayog Street, Brgy. Highway Hills. Perfect for young professionals, small families, or investors looking for a rental income property in Metro Manila.

Property Details:

Property Code: MSG-18-0680

Location: California Garden Square, Brgy. Highway Hills, Mandaluyong City

Floor Area: 57.5 sqm

Type: Condominium Unit

Selling Price: ₱3,615,000

✅ Prime Location – Strategically located near EDSA, Ortigas, Makati, and BGC, with easy access to major business districts.
✅ Modern Urban Living – Designed for comfort, convenience, and accessibility.
✅ Investment Opportunity – Strong rental demand in Mandaluyong makes it ideal for passive income.
✅ Lifestyle Convenience – Within a well-established condo community with amenities like a pool, clubhouse, and 24/7 security.

This condo for sale in California Garden Square, Mandaluyong City is the perfect blend of accessibility, modern living, and long-term investment value.",,,,57 sqm,"₱ 3,615,000","Highway Hills, Mandaluyong",,,,,Condo,For Sale,,,,,"2 days, 2 hours ago",My Saving Grace Realty & Development Corp
mandaluyong,1,For Sale Studio Condo Flair Towers Near Edsa Mandaluyong City,"Flair Towers Condominium for sale, high rise residential condominium with resort like features, located along Pines St. in Highway Hills. Very near Pioneer area, MRT Boni and EDSA.

Amenities: 3 large swimming pools, gym, clubhouse, landscaped gardens, high speed elevators, 24 hr. security and more.

A few minutes away to Ortigas Center, Makati CBD and BGC. Good accessibility to major roads & highways such as EDSA, Shaw and C5.

9th floor of south tower, facing south, Cityland.
24sqm, studio with 1 t&b.

Selling Price= Php 3,500,000=P145k/sqm 

With a minimum downpayment 20%=700,000.00 balance can finance with bank.

***Pictures of unit are sample only***


Flair Towers condominium for sale
studio condominium for sale
studio condo for sale Flair Towers
studio condo unit Mandaluyong City for sale
DMCI Homes condo near Edsa
Condo for sale near SM Megamall",,,24 sqm,24 sqm,"₱ 3,500,000","Highway Hills, Mandaluyong",,1 bathroom,9,Unfurnished,Condo,For Sale,,,,,"2 days, 2 hours ago",Obet Guzman Jr.
mandaluyong,1,FOR SALE – Shang Residences at Wack Wack PP CODE 3283,,,,231 sqm,231 sqm,"₱ 1,000,000","Wack-Wack Greenhills, Mandaluyong",3 bedrooms,3 bathrooms,,,Condo,For Sale,,,,,"2 days, 7 hours ago",Property Post Inc- Kristina Garcia
mandaluyong,1,Kai Garden Residences 2BR Condo in Mandaluyong RFO,,Kai Garden Residences,Kai Garden Residences,56 sqm,56 sqm,"₱ 10,422,000","Malamig, Mandaluyong",2 bedrooms,1 bathroom,35,Unfurnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/kai-garden-residences/,"2 days, 16 hours ago",Wilver  Madarang
mandaluyong,1,"Luxury Modern Tropical Condo for Sale at Shang Residences, Wack Wack, Mandaluyong City","Property ID: HRC_03

Luxury Modern Tropical Condo for Sale at Shang Residences, Wack Wack, Mandaluyong City

PROPERTY UNITS:
Special Units (Golf Suites/Sky Suites)
Selling Price: ₱48,508,000.00 - ₱93,648,000.00
Floor Area (sqm): 169.13 - 279.65

2BR
Selling Price: ₱41,588,000.00 - ₱56,428,000.00
Floor Area (sqm): 142.00 - 173.41

3BR
Selling Price: ₱42,888,000.00 - ₱65,938,000.00
Floor Area (sqm): 169.56 - 232.05

FITTINGS AND FINISHES
Entry Foyer: Laminate wood floor, painted skirting
Powder Room: Ceramic wall and porcelain floor tiles, quartz countertop
Living & Dining Rooms: Laminate wood floor, painted skirting
Master Bedroom: Laminate wood floor, painted skirting, quality closets
Master Bathroom: Porcelain tiles, marble countertop, premium fittings, bathtub, shower, water heater (single basin for 1BR, double for 2BR/3BR)
Bedroom: Laminate wood floor, painted skirting
En Suite Bathroom: Ceramic wall, porcelain floor tiles, quartz countertop, shower, water heater
Kitchen: Porcelain floor tiles, quartz countertop, quality cabinets, appliances (fridge, hood, oven, induction cooktop, stainless steel sink, water heater)
Maids Room: Ceramic wall, porcelain floor tiles
Maids Bathroom: Ceramic wall tiles
Balcony: Homogenous tiles
Utility Room: Combo washer/dryer (1BR & 2BR), separate washer/dryer (3BR)
Other Features: Multi-split AC, separate utility meters, provisions for phone/data, cable TV.

AMENITIES & FEATURES
Grand lobby
Exclusive entrance and driveway
Fully equipped gym
Adult and children’s swimming pool with lounge areas
Function rooms
Children indoor and outdoor play zone
Mini theater
Steam and sauna rooms
Male and female locker rooms
Multi-purpose/exercise room
Billiard room
Four (4) high speed passenger and two (2) carpark lifts,
One (1) service elevator
Service access
Mail room

SECURITY & SERVICES
Intercom with direct link to lobby receptionist
CCTV monitoring system at lobby elevators and amenities floor
Magnetic lock access card for residential and carpark elevators
Centralized fire detection and alarm system
Centralized fire protection system
24-hour management services by Shang Properties Managements Services Inc.
24-hour concierge
24-hour security

----------------------------------------------------------------------------

SAMPLE COMPUTATION

Selling Price:	41,588,000.00

10% Downpayment:	 12,476,400.00 
6 mos at 0% interest:	 2,079,400.00 
	
BANK FINANCING	
90% Loan Balance: Bank Financing	37,429,200.00
	
5 yrs:		741,143.03
10 yrs:		434,584.75
15 yrs: 	336,424.23
20 yrs: 	290,188.19

** We can also assist you with your bank financing application.

Our unit viewing is available everyday! For inquiries please contact us anytime.
-Dean San Juan of Homescape Realty

Land Area:
3,361.00 sq.m.

Building Footprint:
Podium - approx. 76.60%
Tower - approx. 47.50%

Building Height:
199.09 meters AMSL

No. of Floors:
Basement - 5 floors
Podium - 2 floors
Tower - 48 floors

No. of Units:
404 units

No. of Parking:
479 slots

Shang Residences at Wack Wack is uniquely set in beautifully landscaped gardens neighboring one of Manila’s most iconic heritage golf clubs - The Wack Wack Golf & Country Club.

Elegantly designed one, two, and three-bedroom homes, enjoy some of the city’s most sought after views: sweeping vistas over two 18-hole championship golf courses or towards the dramatic Makati skyline.",,,,279 sqm,"₱ 41,588,000","Wack-Wack Greenhills, Mandaluyong",3 bedrooms,3 bathrooms,,,Condo,For Sale,,2,,,"3 days, 3 hours ago",Homescape Realty
mandaluyong,1,"1 Bedroom For Sale in Iris Tower at Tivoli Garden Residences, Mandaluyong City","Iris Tower at Tivoli Garden Residences, Mandaluyong City

Overview of the Project
Iris Tower is one of the five residential high-rises within Tivoli Garden Residences, a premier resort-inspired community by DMCI Homes. Rising 42 stories, Iris Tower offers sweeping views of the Makati, Ortigas, and Rockwell skylines. Nestled along Coronado Street in Mandaluyong, the development provides a serene riverside address while remaining just minutes away from Makati CBD, Ortigas Center, and Bonifacio Global City.

Key Building Features
Architectural Design: Part of DMCI’s signature Lumiventt Technology, maximizing natural light and ventilation through wide atriums and sky patios.

Unit Configurations: Studio, one-bedroom, two-bedroom, and three-bedroom units ranging from approx. 25 sqm to 83 sqm.

Premium Finishes: Well-planned layouts with tiled flooring, modular kitchens, and provisions for split-type air-conditioning.

Safety & Convenience: 24/7 roving security, CCTV monitoring, smart card access, high-speed elevators, and emergency power supply for common areas.

Facilities & Services
Outdoor Amenities:
Lap pool, leisure pool, and kiddie pool
Basketball court and children’s play area
Jogging paths and landscaped gardens
Sky lounge and roof deck with panoramic city views

Indoor Amenities:
Fitness gym
Function hall
Entertainment and game rooms
Lounge and lobby with concierge services
Daycare center

Services:
24-hour security and maintenance
Property management office
Ample parking spaces
Nearby Establishments

Shopping & Dining:
Power Plant Mall (Rockwell)
Century City Mall (Makati Avenue)
SM Megamall & Shangri-La Plaza (Ortigas)

Educational Institutions:
Ateneo Professional Schools – Rockwell
Mapúa University Makati
Colegio de San Agustin – Makati
University of Asia and the Pacific

Healthcare Facilities:
Makati Medical Center
Unciano General Hospital
Mandaluyong Medical Center

Business Hubs:
Makati Central Business District
Rockwell Center
Ortigas Center
Bonifacio Global City

Transportation & Accessibility
Road Access: Conveniently accessible via Makati Avenue, J.P. Rizal, and EDSA; just a few minutes to Mandaluyong Bridge and Makati-Mandaluyong Bridge for cross-city travel.

Public Transport: Near Guadalupe MRT Station; jeepney and bus routes along EDSA and J.P. Rizal for easy citywide mobility.

Shuttle & P2P Services: Nearby P2P bus terminals at Glorietta, Greenbelt, and Ortigas connect to Alabang, NAIA, and Fairview.

Airport Access: Approximately 30–40 minutes to Ninoy Aquino International Airport (NAIA) via EDSA or Skyway.

Walkability: Short drive or walk to Rockwell Center and Century City; nearby bridges connect directly to Makati’s core.


Property Specifications: 
Unit Type: 1 bedroom with 1 bathroom 
Floor area: 41sqm
Status: Fully Furnished
Parking: 0 slots

Total Contract Price: Php 3,500,000",,,41 sqm,41 sqm,"₱ 3,500,000","Mandaluyong, Metro Manila",1 bedroom,1 bathroom,,Fully furnished,Condo,For Sale,2013,,Freehold,,"3 days, 23 hours ago",Erlyn Merino
mandaluyong,1,"1 Bedroom For Sale in Iris Tower at Tivoli Garden Residences, Mandaluyong City","Iris Tower at Tivoli Garden Residences, Mandaluyong City

Overview of the Project
Iris Tower is one of the five residential high-rises within Tivoli Garden Residences, a premier resort-inspired community by DMCI Homes. Rising 42 stories, Iris Tower offers sweeping views of the Makati, Ortigas, and Rockwell skylines. Nestled along Coronado Street in Mandaluyong, the development provides a serene riverside address while remaining just minutes away from Makati CBD, Ortigas Center, and Bonifacio Global City.

Key Building Features
Architectural Design: Part of DMCI’s signature Lumiventt Technology, maximizing natural light and ventilation through wide atriums and sky patios.

Unit Configurations: Studio, one-bedroom, two-bedroom, and three-bedroom units ranging from approx. 25 sqm to 83 sqm.

Premium Finishes: Well-planned layouts with tiled flooring, modular kitchens, and provisions for split-type air-conditioning.

Safety & Convenience: 24/7 roving security, CCTV monitoring, smart card access, high-speed elevators, and emergency power supply for common areas.

Facilities & Services
Outdoor Amenities:
Lap pool, leisure pool, and kiddie pool
Basketball court and children’s play area
Jogging paths and landscaped gardens
Sky lounge and roof deck with panoramic city views

Indoor Amenities:
Fitness gym
Function hall
Entertainment and game rooms
Lounge and lobby with concierge services
Daycare center

Services:
24-hour security and maintenance
Property management office
Ample parking spaces
Nearby Establishments

Shopping & Dining:
Power Plant Mall (Rockwell)
Century City Mall (Makati Avenue)
SM Megamall & Shangri-La Plaza (Ortigas)

Educational Institutions:
Ateneo Professional Schools – Rockwell
Mapúa University Makati
Colegio de San Agustin – Makati
University of Asia and the Pacific

Healthcare Facilities:
Makati Medical Center
Unciano General Hospital
Mandaluyong Medical Center

Business Hubs:
Makati Central Business District
Rockwell Center
Ortigas Center
Bonifacio Global City

Transportation & Accessibility
Road Access: Conveniently accessible via Makati Avenue, J.P. Rizal, and EDSA; just a few minutes to Mandaluyong Bridge and Makati-Mandaluyong Bridge for cross-city travel.

Public Transport: Near Guadalupe MRT Station; jeepney and bus routes along EDSA and J.P. Rizal for easy citywide mobility.

Shuttle & P2P Services: Nearby P2P bus terminals at Glorietta, Greenbelt, and Ortigas connect to Alabang, NAIA, and Fairview.

Airport Access: Approximately 30–40 minutes to Ninoy Aquino International Airport (NAIA) via EDSA or Skyway.

Walkability: Short drive or walk to Rockwell Center and Century City; nearby bridges connect directly to Makati’s core.


Property Specifications: 
Unit Type: 1 bedroom with 1 bathroom 
Floor area: 41sqm
Status: Fully Furnished
Parking: 0 slots

Total Contract Price: Php 3,500,000",,,41 sqm,41 sqm,"₱ 3,500,000","Mandaluyong, Metro Manila",1 bedroom,1 bathroom,,Fully furnished,Condo,For Sale,2013,,Freehold,,"3 days, 23 hours ago",Erlyn Merino
mandaluyong,1,Residential Condominium in Shang Residences Mandaluyong City For Sale,"3 bedroom unit , unfurnished 
1 parking",,,,170 sqm,"₱ 52,500,000","Wack-Wack Greenhills, Mandaluyong",,,,,Condo,For Sale,,,Freehold,,"4 days, 5 hours ago",My Hometown Realty and Developer Inc. (DMGS)
mandaluyong,1,Sale: 2 Bedroom Condo Unit near TV5 EDSA MRT and Greenfield District,"Resale! Two bedroom furnished condo unit in Flair Towers by DMCI Homes near Edsa, MRT, Shangri-la, TV5, Makati, BGC, and Ortigas CBD.

See to appreciate the unit!",Flair Towers,Flair Towers,48 sqm,48 sqm,"₱ 6,700,000","Highway Hills, Mandaluyong",2 bedrooms,1 bathroom,,Partly furnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/flair-towers/,"6 days, 14 hours ago",Maricel Lobiano
