city,page,title,description,project_unit,project_name,area,floor_area,price,location,bedrooms,bathrooms,floor,condition,property_type,offer_type,construction_year,parking_spaces,ownership_type,project_link,publish_date,publish_by
taguig,1,Residential Condominium in Grand Hampton Taguig City For Sale,"fully furnished
2 bedroom with toilet and bath
2 balconies, maids room with toilet and bath
1 parking slot",,,,92 sqm,"₱ 23,000,000","Fort Bonifacio, Taguig",,,,,Condo,For Sale,,,Freehold,,19 hours ago,My Hometown Realty and Developer Inc. (DMGS)
taguig,1,Residential Condominium in The Infinity Condominium Taguig City For Sale,"Studio Unit
Monthly Association Dues: 4,070 per month
Well Maintained Unit/Building
Excellent Environment and Community
Pet Friendly Building
Fully Paid Dues for the Whole Year
Ameliar / Tax Paid for the Whole Year
First Owner
Clean Title, Documents",,,,37 sqm,"₱ 8,000,000","Fort Bonifacio, Taguig",,,,,Condo,For Sale,,,Freehold,,19 hours ago,My Hometown Realty and Developer Inc. (DMGS)
taguig,1,"FOR SALE: Modern 1-Bedroom Unit at The Florence Tower 2, McKinley Hill, Taguig",,The Florence,The Florence,47 sqm,47 sqm,"₱ 12,000,000","McKinley Hill, Taguig",1 bedroom,1 bathroom,24,Fully furnished,Condo,For Sale,2019,1,Freehold,https://www.lamudi.com.ph/projects/the-florence/,21 hours ago,Roberto Bautista
taguig,1,P500K DP to move in for 2 Bedroom Rent to Own Condo in Park McKinley West BGC,"PARK MCKINLEY WEST
OUR NEWEST READY-FOR-OCCUPANCY | RENT-TO-OWN TERMS CONDO
Location: Le Grand Ave, McKinley West, Fort Bonifacio, Taguig City
-Neighboring Forbes Park, McKinley West Village, Manila Polo Club, and Dasmariñas Village

GET THIS 2BR UNIT NOW AND WILL GIVE YOU FREE 1 SOLO PARKING!!! 

RENT-TO-OWN PROMO TERM
-Only a P500K down payment to move in (VERY LOW DP TO MOVE IN)
-39 months to pay a monthly amortization of P100,000 with 0% interest
-2.5% lumpsum on the 10th, 20th, 30th, and 40th month
-The turnover balance is payable through bank financing or cash payment

BRAND NEW 2 BEDROOM UNIT WITH BALCONY
-106 to 110 sqm
-Semi-furnished (can offer interior services)
-Facing East, sunrise, greeneries, Laguna De Bay, and the skyline of McKinley Hill

MORE DETAILS:
-Smart-Home-Ready units
-Deliverables are UPGRADED, and it is also equipped with a Keycard Lockset:
Brands: Ariston, Franke, Kohler, Daikin
-Kitchen: White Countertop, from hotplate to induction hob, rangehood, Modern Kitchen Cabinets, Box type sink with pull-out spray
-MOTION SENSOR Toilet & Bath: Mirror, Lavatory, Water Closet, Rain Shower, and Bidet
-Split-type Aircon (Inverter) 
-Upgraded Modular Closet
-Near the proposed Metro Manila Subway - LAWTON EAST STATION, New Senate & Supreme Court
-Interconnected to its bi-level mall

NEARBY: Venice Grand Canal Mall, Uptown Mall, BGC, Enderun, Chinese International School, Korean International School, Airport - NAIA Terminal 3, Metro Manila Subway Station, Forbes Park, Manila Polo Club, and Dasmariñas Village - Billionaire’s Row, BGC, McKinley Hill, Makati, and different foreign embassies

THIS YEAR COULD SEE A PRICE INCREASE AND HIGH EQUITY IN THE PAYMENT SCHEME!

Cash price: Php 33,000,000
Reserve your unit now for only Php 60,000

For inquiries and actual viewing, kindly contact:
📌 DJ VENTURINA
💼 SENIOR SALES MANAGER - MEGAWORLD RFO PREMIER",Park McKinley West,Park McKinley West,106 sqm,106 sqm,"₱ 33,000,000","Taguig, Metro Manila",2 bedrooms,3 bathrooms,18,Partly furnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/park-mckinley-west/,21 hours ago,Megaworld RFO Premier by DJ Venturina
taguig,1,1BR PARK EAST PLACE -- PRE-SELLING CONDO IN BGC,,Park East Place,Park East Place,67 sqm,67 sqm,"₱ 29,800,000","Fort Bonifacio, Taguig",1 bedroom,1 bathroom,,Partly furnished,Condo,For Sale,2031,1,Freehold,https://www.lamudi.com.ph/projects/park-east-place/,"1 day, 2 hours ago",Ayala Land by Eddie Solo
taguig,1,Condo in Acacia Estate 2BR Alder Residences near BGC Taguig City,,Alder Residences,Alder Residences,67 sqm,67 sqm,"₱ 9,363,000","Taguig, Metro Manila",2 bedrooms,1 bathroom,20,Unfurnished,Condo,For Sale,2024,,Freehold,https://www.lamudi.com.ph/projects/alder-residences/,"1 day, 6 hours ago",Wilver  Madarang
taguig,1,𝟐𝐁𝐑 𝐔𝐧𝐢𝐭 𝐟𝐨𝐫 𝐒𝐚𝐥𝐞 𝐚𝐭 𝐆𝐫𝐚𝐧𝐝 𝐇𝐚𝐦𝐩𝐭𝐨𝐧𝐬 𝐢𝐧 𝐓𝐚𝐠𝐮𝐢𝐠 𝐂𝐢𝐭𝐲-𝐁𝐆𝐂,,Grand Hamptons,Grand Hamptons,92 sqm,92 sqm,"₱ 23,000,000","Fort Bonifacio, Taguig",2 bedrooms,2 bathrooms,,Fully furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/41032-73-6e9ea6883162-52af-83ecfc61-a3d7-4903,"1 day, 7 hours ago",Jared Dimangondayao
taguig,1,"FOR SALE – Park Avenue, Taguig City (BGC) 📌 PP CODE 3278",,,,67 sqm,67 sqm,"₱ 21,000,000","Pinagsama, Taguig",2 bedrooms,2 bathrooms,,,Condo,For Sale,,,,,"1 day, 11 hours ago",Property Post Inc- Kristina Garcia
taguig,1,FOR SALE: CONDO UNIT LOCATED AT EAST GALLERY PLACE,"FOR SALE: CONDO UNIT LOCATED AT EAST GALLERY PLACE

1 Bedroom
Floor Area : 74 sqm
1 Parking
Japanese inspired design
Never tenanted
Owner Used
Clean Title

Asking price: Php27M net

ID: JGZ3533
Under PRC 12640",,,,74 sqm,"₱ 27,000,000","Fort Bonifacio, Taguig",1 bedroom,,,,Condo,For Sale,,1,,,"1 day, 12 hours ago",Grandeur Realty
taguig,1,"2BR UNIT FOR SALE ‼️TWO SERENDRA, BGC TAGUIG CITY","2BR UNIT FOR SALE ‼️TWO SERENDRA, BGC TAGUIG CITY

- 2BR Loft
- Fully furnished 
- 90sqm
- 15th floor
- No parking 
Selling Price: 21,000,000 GROSS PRICE

Please message me:
𝗠𝗮𝗿𝗶𝗰𝗮𝗿 𝗡𝗮𝘁𝗶𝘃𝗶𝗱𝗮𝗱
+63968640----

Under PRC REBL No.15842
Shanna Zane Delos Santos 
Certified Real Estate Broker
𝐑𝐌𝐒 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐢𝐞𝐬

We hope to serve you best today, tomorrow and always. Thank you!",Two Serendra,Two Serendra,90 sqm,90 sqm,"₱ 21,000,000","Fort Bonifacio, Taguig",2 bedrooms,,,Partly furnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/two-serendra/,"1 day, 13 hours ago",RMS PROPERTIES
taguig,1,1BR FOR SALE❗️BELLAGIO 3,"BELLAGIO 3, BGC
- 1 Bedroom
- 43.8 sqm
- Facing Burgos Circle
- Fully Furnished with modern interiors
- Corner Unit

Asking Price: PHP 12,500,000 Gross

Please message me:
𝗠𝗮𝗿𝗶𝗰𝗮𝗿 𝗡𝗮𝘁𝗶𝘃𝗶𝗱𝗮𝗱
+63968640----
Under PRC REBL No.15842 
Certified Real Estate Broker

𝐑𝐌𝐒 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐢𝐞𝐬
We hope to serve you best today, tomorrow and always. Thank you!",The Bellagio 3,The Bellagio 3,43 sqm,43 sqm,"₱ 12,500,000","Fort Bonifacio, Taguig",1 bedroom,,,Fully furnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/41032-73-37a45a227729-c5c4-e8576ac6-b47f-4ad8,"1 day, 13 hours ago",RMS PROPERTIES
taguig,1,For Sale 3 Bedroom Rent to Own Condo with FREE parking in Albany BGC,"THE ALBANY LUXURY RESIDENCES
-Ultra high-end project of Megaworld at McKinley West, Fort Bonifacio, BGC, Taguig

BUY NOW AND GET 1 FREE SLOT PARKING (P2.9M) FOR THIS UNIT!

RENT-TO-OWN PROMO AVAILABLE
-Only 5% down payment to move in
-39 months to pay a monthly amortization of P126,000 with 0% interest
-2.5% lumpsum on the 10th, 20th, 30th and 40th month
-The turnover balance is payable through bank financing or cash payment

3 BEDROOM UNIT WITH BALCONY
-133sqm
-Corner unit
-Floor-to-ceiling glass
-Semi-furnished (can offer interior services)
-Located on the 6th floor
-With an unobstructed view of McKinkey Hill Skyline and the McKinley West area

MORE DETAILS:
-Low-rise and low-density residences
-All-suite residential condo
-Smart lighting and air-conditioning control via mobile app
-Motion sensor-controlled lights
-Keycard system for elevators and main doors
-With direct access from the elevator to your unit
-Unit deliverables from Bosh, Leicht, Hansgrohe, and Duravit
-Hotel-like lobbies and amenities
-Semi-furnished and fully finished

FACTS:
-Lifetime ownership
-Brand new unit
-From the developer to your name
-Less hassle in the process
-No credit investigations and ITR requirements
-Low-density condo
-Affordable prices with flexible payment terms
-Perfect for end-use and rental or Airbnb investment 
-Pet friendly

NEARBY: Venice Grand Canal Mall, Uptown Mall, BGC, Enderun, Chinese International School, Korean International School, Airport - NAIA Terminal 3, Metro Manila Subway Station, Forbes Park, Manila Polo Club, and Dasmariñas Village - Billionaire’s Row, BGC, McKinley Hill, and Makati

THIS YEAR COULD SEE A PRICE INCREASE AND HIGH EQUITY IN THE PAYMENT SCHEME!

Cash price: P41,700,000
Reserve your unit now for only P110,000

For inquiries and actual viewing, kindly contact:
📌 DJ VENTURINA
💼 SENIOR SALES MANAGER - MEGAWORLD RFO PREMIER",The Albany,The Albany,133 sqm,133 sqm,"₱ 41,700,000","Taguig, Metro Manila",3 bedrooms,4 bathrooms,6,Partly furnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/the-albany/,"1 day, 14 hours ago",Megaworld RFO Premier by DJ Venturina
taguig,1,"FOR SALE - Corner Unit with Balcony in Uptown Ritz, BGC, Brgy. Fort Bonifacio, Taguig City","FOR SALE
Uptown Ritz, BGC, Brgy. Fort Bonifacio, Taguig City
Corner Unit with Balcony
Floor Unit: 93.7 sqm
2 bedrooms with T&B
Maid's room, 1 parking slot
Clean title and updated taxes
Price: P25,000,000 net negotiable

Disclaimer: All property availability and prices are subject to change without prior notice. Although we make every effort to ensure the accuracy of the information provided, we strongly recommend that you verify all details with us directly before making any decisions",,,,93 sqm,"₱ 25,000,000","Fort Bonifacio, Taguig",2 bedrooms,,,,Condo,For Sale,,,,,"1 day, 16 hours ago",Luxe Realty
taguig,1,"Sophisticated Modern Condo with Panoramic Views for Sale in Aurelia Residences, Bonifacio Global City","Property ID: HRC_05

Sophisticated Modern Condo with Panoramic Views for Sale in Aurelia Residences, Bonifacio Global City

Property Units:

WEST WING A: 3BR PREMIER
Selling Price: ₱170,212,766
Floor Area (sqm): 283.03

EAST WING A: 3BR SIGNATURE
Selling Price: ₱205,319,149 - ₱208,516,335
Floor Area (sqm): 338.28

EAST WING B: 3BR DELUXE
Selling Price: ₱121,276,596 - ₱128,125,000
Floor Area (sqm): 241.86-242.6

SOUTH WING B: 3BR DELUXE
Selling Price: ₱122,340,426 - ₱124,736,842
Floor Area (sqm): 242.39 - 242.61

Features:
Prime Location: Situated in Bonifacio Global City
Stunning Views: Commanding views across the city and beyond
Innovative Design: Signature three-petal form maximizing panoramic views from all floors and orientations
North-facing Views: Metropolitan BGC skyline
South-west Views: Manila Golf Club, Forbes Park, Makati skyline, and Manila Bay
South-east Views: Serene view of Laguna Bay

--------------------------------------------------------------------

SAMPLE COMPUTATION:

Selling Price:	121,276,596.00

10% Downpayment:	 36,382,978.80 
6 mos at 0% interest:	 6,063,829.80 
	
BANK FINANCING	
90% Loan Balance: Bank Financing	109,148,936.40
	
5 yrs:		2,161,279.77
10 yrs:		1,267,311.71
15 yrs: 	981,061.50
20 yrs: 	846,230.54

** We can also assist you with your bank financing application.

Our unit viewing is available everyday! For inquiries please contact us anytime.
-Dean San Juan of Homescape Realty

The interior design language of Aurelia Residences is as much about the interrelations of space as it is about fine details and decorative elements.

Drawing on inspiration from sources as diverse as Hispanic Villas, Filipino tiling patterns, and Italian cultural artifacts, the designers have deftly woven together spaces of both impressive grandeur and cozy intimacy, culminating in an understated Italian luxury that is brilliantly adapted to the context of the city and its people.

From the first step under the canopy, you are immediately immersed into the journey and experience that is Aurelia.

W E L C O M E H O M E

Discover Aurelia Residences, an exclusive collection of 285 bespoke residences at the heart of Bonifacio Global City.

Enter a home bathed in sunlight, with picture windows framing the sweeping views of an extraordinary cosmopolitan skyline and the breath-taking landscapes below. Relax, rejuvenate, and reinvigorate your senses.

Your private sanctuary awaits.",,,,283 sqm,"₱ 121,276,596","Fort Bonifacio, Taguig",3 bedrooms,3 bathrooms,,,Condo,For Sale,,2,,,"1 day, 17 hours ago",Homescape Realty
taguig,1,For Sale 2 Bedroom Rent to Own Condo with FREE parking in Albany BGC,"THE ALBANY LUXURY RESIDENCES
-Ultra high-end project of Megaworld at McKinley West, Fort Bonifacio, BGC, Taguig

BUY NOW AND GET 1 FREE SLOT PARKING (P2.9M) FOR THIS UNIT!

RENT-TO-OWN PROMO AVAILABLE
-Only 5% down payment to move in
-39 months to pay a monthly amortization of P115,000 with 0% interest
-2.5% lumpsum on the 10th, 20th, 30th, and 40th month
-The turnover balance is payable through bank financing or cash payment

2 BEDROOM UNIT WITH BALCONY
-121sqm
-Corner unit
-Floor-to-ceiling glass
-Semi-furnished (can offer interior services)
-Located on the 7th floor
-With an unobstructed view of McKinley West Village, Makati/BGC Skyline, and Forbes Park

MORE DETAILS:
-Low-rise and low-density residences
-All-suite residential condo
-Smart lighting and air-conditioning control via mobile app
-Motion sensor-controlled lights
-Keycard system for elevators and main doors
-With direct access from the elevator to your unit
-Unit deliverables from Bosh, Leicht, Hansgrohe, and Duravit
-Hotel-like lobbies and amenities
-Semi-furnished and fully finished

FACTS:
-Lifetime ownership
-Brand new unit
-From the developer to your name
-Less hassle in the process
-No credit investigations and ITR requirements
-Low-density condo
-Affordable prices with flexible payment terms
-Perfect for end-use and rental or Airbnb investment 
-Pet friendly

NEARBY: Venice Grand Canal Mall, Uptown Mall, BGC, Enderun, Chinese International School, Korean International School, Airport - NAIA Terminal 3, Metro Manila Subway Station, Forbes Park, Manila Polo Club, and Dasmariñas Village - Billionaire’s Row, BGC, McKinley Hill, and Makati

THIS YEAR COULD SEE A PRICE INCREASE AND HIGH EQUITY IN THE PAYMENT SCHEME!

Cash price: P38,000,000
Reserve your unit now for only P110,000

For inquiries and actual viewing, kindly contact:
📌 DJ VENTURINA
💼 SENIOR SALES MANAGER - MEGAWORLD RFO PREMIER",The Albany,The Albany,121 sqm,121 sqm,"₱ 38,000,000","Taguig, Metro Manila",2 bedrooms,3 bathrooms,7,Partly furnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/the-albany/,"1 day, 17 hours ago",Megaworld RFO Premier by DJ Venturina
taguig,1,2BR Loft with Parking Avida Towers Verte For Sale Condo in BGC,"FOR SALE |  2BR Loft with Parking – Avida Towers Verte, BGC ✨

Asking Price: ₱16,000,000 (All-In!)
Already inclusive of CGT, DST & Transfer Fees
Location: 34th St. cor. 9th Ave, Bonifacio Global City, Taguig

Unit Highlights:
2-Bedroom Loft Layout
74 sqm Floor Area
Comes with Parking Slot

Experience modern loft living in the heart of BGC—just steps away from 
lifestyle, dining, and business hubs!

Message us now to book a viewing and make this prime BGC condo yours!

#BGCLoftLiving #AvidaTowersVerte #CondoForSaleBGC #BGCProperties #CondoWithParking #BGCCondoDeals",Avida Towers Verte,Avida Towers Verte,74 sqm,74 sqm,"₱ 16,000,000","Fort Bonifacio, Taguig",2 bedrooms,2 bathrooms,24,Unfurnished,Loft,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/avida-towers-verte/,"2 days, 2 hours ago",CGAC REALTY
taguig,1,2BR PARK EAST PLACE -- PRE-SELLING CONDO IN BGC,,Park East Place,Park East Place,98 sqm,98 sqm,"₱ 42,344,000","Fort Bonifacio, Taguig",2 bedrooms,3 bathrooms,131,Partly furnished,Condo,For Sale,2031,2,Freehold,https://www.lamudi.com.ph/projects/park-east-place/,"2 days, 2 hours ago",Ayala Land by Eddie Solo
