city,page,title,description,project_unit,project_name,area,floor_area,price,location,bedrooms,bathrooms,floor,condition,property_type,offer_type,construction_year,parking_spaces,ownership_type,project_link,publish_date,publish_by
las-pinas,1,Affordable 3 Bedrooms for SALE near Robinsons Las Piñas by DMCI Sonora RGarden Residences,"Sonora Garden Residences
📍 Alabang–Zapote Road, Talon Tres, Las Pinas City at the back of Robinson Las Piñas.

PROMO TERM: 12% Down Payment payable in 36 months
& 88% Balance thru Bank Financing with Free Assistance.

Available Units:
🛌 1 Bedroom Unit (28.00 Sqm) starts at 14-15K / Monthly
🛌 2 Bedroom Unit (56.00 Sqm - 58.50 Sqm) starts at 21-22K / Monthly
🛌 3 Bedroom Unit (81.50 Sqm) starts at 32-33K / Monthly

- Near high-end malls and commercial complex 
- Near Universities.
- Near Hospitals

WHY CHOOSE DMCI HOMES?
1. Experience In-City Living & Enjoy Resort-like Amenities
2. Themed Development & High Quality Investment
3. Pet Friendly Community
4. Free Assistance on Bank Loan processing
5. Lifetime Ownership, Offers 2-year warranty

Ms. LINDA BUHAIN
Accredited Salesperson of DMCI HOMES since 2006

OTHER PROJECTS LOCATION PRE SELLING.
Manila * Quezon City * Pasig * Mandaluyong * Taguig *
Makati * Pasay * Muntinlupa * Parañaque * Las Pinas *
Laguna * Baguio * Boracay * Davao",Sonora Garden Residences,Sonora Garden Residences,81 sqm,81 sqm,"₱ 10,046,000","Las Piñas, Metro Manila",3 bedrooms,2 bathrooms,40,Fully furnished,Condo,For Sale,2024,,Freehold,https://www.lamudi.com.ph/projects/sonora-garden-residences/,11 Jul 2025,Linda Buhain
las-pinas,1,2 Bedroom Condo in Las Piñas City near Robinsons by DMCI Sonora,"Sonora Garden Residences
📍 Alabang–Zapote Road, Talon Tres, Las Pinas City at the back of Robinson Las Piñas.

PROMO TERM: 12% Down Payment payable in 36 months
& 88% Balance thru Bank Financing with Free Assistance.

Available Units:
🛌 1 Bedroom Unit (28.00 Sqm) starts at 14-15K / Monthly
🛌 2 Bedroom Unit (56.00 Sqm - 58.50 Sqm) starts at 21-22K / Monthly
🛌 3 Bedroom Unit (81.50 Sqm) starts at 32-33K / Monthly

- Near high-end malls and commercial complex 
- Near Universities.
- Near Hospitals

WHY CHOOSE DMCI HOMES?
1. Experience In-City Living & Enjoy Resort-like Amenities
2. Themed Development & High Quality Investment
3. Pet Friendly Community
4. Free Assistance on Bank Loan processing
5. Lifetime Ownership, Offers 2-year warranty

Ms. LINDA BUHAIN
Accredited Salesperson of DMCI HOMES since 2006

OTHER PROJECTS LOCATION PRE SELLING.
Manila * Quezon City * Pasig * Mandaluyong * Taguig *
Makati * Pasay * Muntinlupa * Parañaque * Las Pinas *
Laguna * Baguio * Boracay * Davao",Sonora Garden Residences,Sonora Garden Residences,56 sqm,56 sqm,"₱ 7,051,000","Las Piñas, Metro Manila",2 bedrooms,1 bathroom,40,Fully furnished,Condo,For Sale,2024,,Freehold,https://www.lamudi.com.ph/projects/sonora-garden-residences/,11 Jul 2025,Linda Buhain
las-pinas,1,1BR For SALE near Robinsons Las Piñas City by DMCI Homes,"Sonora Garden Residences
📍 Alabang–Zapote Road, Talon Tres, Las Pinas City at the back of Robinson Las Piñas.

PROMO TERM: 12% Down Payment payable in 36 months
& 88% Balance thru Bank Financing with Free Assistance.

Available Units:
🛌 1 Bedroom Unit (28.00 Sqm) starts at 14-15K / Monthly
🛌 2 Bedroom Unit (56.00 Sqm - 58.50 Sqm) starts at 21-22K / Monthly
🛌 3 Bedroom Unit (81.50 Sqm) starts at 32-33K / Monthly

- Near high-end malls and commercial complex 
- Near Universities.
- Near Hospitals

WHY CHOOSE DMCI HOMES?
1. Experience In-City Living & Enjoy Resort-like Amenities
2. Themed Development & High Quality Investment
3. Pet Friendly Community
4. Free Assistance on Bank Loan processing
5. Lifetime Ownership, Offers 2-year warranty

Ms. LINDA BUHAIN
Accredited Salesperson of DMCI HOMES since 2006

OTHER PROJECTS LOCATION PRE SELLING.
Manila * Quezon City * Pasig * Mandaluyong * Taguig *
Makati * Pasay * Muntinlupa * Parañaque * Las Pinas *
Laguna * Baguio * Boracay * Davao",Sonora Garden Residences,Sonora Garden Residences,28 sqm,28 sqm,"₱ 4,645,000","Las Piñas, Metro Manila",1 bedroom,1 bathroom,2,Fully furnished,Condo,For Sale,2024,,Freehold,https://www.lamudi.com.ph/projects/sonora-garden-residences/,11 Jul 2025,Linda Buhain
las-pinas,1,SALE 15K Monthly Ready for Occupancy 1 bedroom Condo behind Robinsons Las pinas,"SONORA GARDEN RESIDENCES ---by DMCI HOMES




28sqm floor area",,,28 sqm,28 sqm,"₱ 4,580,000","Talon Tres, Las Piñas",1 bedroom,1 bathroom,,Unfurnished,Condo,For Sale,,,,,3 Jul 2025,Annaliza Reyes
las-pinas,1,Sonora garden las Pinas 5% down move in Joint Venture Robinson and DMCI,"DMCI HOMES Condo Along Alabang Zapote Road Las Pinas.
 
 The Joint Project OF ROBINSON Land And DMCI HOMES.
 at The Back of Robinson Place Mall.walking Distance to Alabang Medical Center,
 Pope John Paul Med Center.
 minutes away from Southville International School,
 University of Perpetual Help, and Sm Southmall.
 Sonora Garden is Now ready for Occupancy!
 
 Ongoing Promo As of Sept 3, 2024:
 5% down to move-in or payable in 12 months with a 2% discount
 95% thru bank loan Exclusive from China bank only!
 
 12% down payable in 36 months with 1 % discount
 Units Available as of Sept 3, 2024:
 
 1BR 28 sqm - 4.4M 5% down in 12mos 16k/Monthly
 2BR 56 sqm - 6.8M 5% down in 12 mos 26k/Monthly
 3BR 81sqm - 9.8M 5% down in 12 mos 38k /Monthy
 Balance 88% thru a bank loan.
 
 The reservation fee for a unit is 20,000
 Parking slot 10,000
 
 Sample Computation Available Upon Request
 More info, Tripping Assistance
 Contact Corz Cascayan
 Accredited in-house Sales Direct DMCI homes
 Accredited HLURB and PRC Sales Person",Sonora Garden Residences,Sonora Garden Residences,28 sqm,28 sqm,"₱ 4,454,000","Las Piñas, Metro Manila",1 bedroom,1 bathroom,,Unfurnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/sonora-garden-residences/,3 Jul 2025,Corz Cascayan
las-pinas,1,"2BR Condo for Sale at Ohana Place in Brgy. Almanza Uno, Las Piñas City","Description:

Discover comfortable urban living with this 2-bedroom condominium unit for sale at Ohana Place, located in the heart of Almanza Uno, Las Piñas City. Priced at ₱5,000,000, this 54-square-meter home offers a practical layout ideal for couples, small families, or professionals seeking a peaceful retreat within the city.

Key features:

• Floor Area: 54 sqm

• 2 Bedrooms

• 1 Toilet & Bath

• Open-plan living and dining area

• Well-ventilated and naturally lit spaces

Amenities:

• Clubhouse

• Swimming pool

• Fitness gym

• Function hall

• Children's play area

• Landscaped gardens

• 24/7 security

Nearby establishments:

• SM Southmall

• Alabang Town Center

• Perpetual Help Medical Center

• Schools such as Southville International and San Beda Alabang

• Easy access to major roads like Alabang-Zapote Road and SLEX

Live in a secure and serene community while enjoying the convenience of city living.",Ohana Place,Ohana Place,,54 sqm,"₱ 5,000,000","Almanza Uno, Las Piñas",2 bedrooms,1 bathroom,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/ohana-place/,14 Jun 2025,Irene Cabral
las-pinas,1,GOOD DEAL FOR SALE: SM South Residences 2 Bedroom Unit at 6M only!,"GOOD DEAL FOR SALE: SM South Residences 2 BR Unit
 

 - 36 sqm unit 
 - 2 bedroom + 1 T&B
 - furnished and selling as is where is 
 - ready for occupancy
 - corner end unit
 - with balcony facing SM Southmall
 - very prime and convenient location near SM Southmall, Alabang area and Parañaque
 

 For further inquiries and viewings, please contact me:
 

 Sacho Lacson
 REMAX UNLIMITED
 PRC 16282",South Residences,South Residences,,36 sqm,"₱ 6,000,000","Talon Dos, Las Piñas",2 bedrooms,1 bathroom,,Fully furnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/south-residences/,11 Jun 2025,Salvador Ignacio Y. Lacson
las-pinas,1,"CONDOMINIUM FOR SALE ALONG INVESTMENT DRIVE, ALMANZA UNO, LAS PINAS CITY","Viento at Cerca - Alveo Land Properties
 

 6 units available
 Location: Along Investment Drive, adjacent to Madrigal Business Park, right by Ayala Alabang
 Floor Area: 24 sqm
 Open for bank loan
 Developer: Ayala Land Inc.
 Ready for occupancy
 Studio type
 

 Gramans Realty",Viento at Cerca,Viento at Cerca,,24 sqm,"₱ 6,500,000","Zapote, Las Piñas",1 bedroom,,,Unfurnished,Studio,For Sale,,,,https://www.lamudi.com.ph/projects/viento-at-cerca/,5 Jun 2025,Gramans Group
las-pinas,1,South 1 Residences Two Bedroom with balcony beside SM SOUTHMALL Las Piñas,"South 1 Residences Two Bedroom with balcony beside SM SOUTHMALL Las Piñas

watch my vlog to see actual sites",,,,38 sqm,"₱ 4,800,000","Almanza Uno, Las Piñas",2 bedrooms,2 bathrooms,17,Fully furnished,Condotel,For Sale,,,,,4 Jun 2025,Edilit Langcay
las-pinas,1,Rare 3-Bedroom RFO Condo in Paseo Verde Las Piñas – Green Community,"This 3-Bedroom Unit (63.55 sqm) in Paseo Verde at Real is perfect for growing families, investors, or those looking to settle in a spacious, ready-for-occupancy condo in the south of Metro Manila.




Enjoy the comforts of home in a well-designed, resort-inspired residential complex with complete amenities and a BERDE-certified green rating.




✔️ Unit Features:


  3 bedrooms, ideal for families or shared living

  63.55 sqm with open living-dining area and practical layout

  Available for immediate move-in





✔️ Exclusive Amenities:


  Clubhouse, pool, gym, sky garden, playground, and jogging path

  24/7 security and gated community

  Pet-friendly and family-friendly





✔️ Ideal Location:


  Along Real St., C-5 Extension, Pulang Lupa Uno, Las Piñas

  Short drive to SM Southmall, SM Sucat, Las Piñas General Hospital

  Easy commute to BGC, NAIA, and Makati





If you’re looking for a spacious condo that offers comfort, convenience, and a green lifestyle, this is it.




Inquire now and schedule a personalized tour of the unit and the community!",Paseo Verde at Real,Paseo Verde at Real,,63 sqm,"₱ 8,648,795","Pulang Lupa Uno, Las Piñas",3 bedrooms,2 bathrooms,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/paseo-verde-at-real/,2 Jun 2025,ULIP Realty
las-pinas,1,Spacious 2-Bedroom Condo for Sale – Paseo Verde Las Piñas,"Looking for a home with space and functionality? This 2-Bedroom Unit (49.33 sqm) at Paseo Verde is ideal for small families, couples, or professionals who want a little more room without breaking the bank.




✔️ Unit Features:


  49.33 sqm with 2 bedrooms

  Separate living, dining, and kitchen spaces

  Perfect for working from home or raising young kids





✔️ Community Benefits:


  Resort-style amenities: pool, gym, jogging path, clubhouse

  BERDE-certified for sustainable living

  Secure and peaceful neighborhood





✔️ Accessibility:


  Close to SM Sucat, St. Dominic Medical Center, and more

  Easy access to public transportation and major thoroughfares

  Minutes away from Makati, BGC, and MOA





Experience a refreshing lifestyle where you can breathe easy and raise a family in a healthy, eco-conscious setting.




Request a tripping or virtual tour today!",Paseo Verde at Real,Paseo Verde at Real,,49 sqm,"₱ 6,056,098","Pulang Lupa Uno, Las Piñas",2 bedrooms,1 bathroom,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/paseo-verde-at-real/,2 Jun 2025,ULIP Realty
las-pinas,1,"Deluxe Studio in Paseo Verde – Spacious, Move-In Ready, Las Piñas","Upgrade your living space with this Deluxe Studio Unit (27.74 sqm) at Paseo Verde at Real. Located in Las Piñas City, this unit offers more comfort and style than the typical studio. Ideal for single professionals, young couples, or as a rental investment.




This green community was developed with a focus on wellness, lifestyle, and sustainability.




✔️ Unit Features:


  27.74 sqm Deluxe Studio layout

  Larger living space than standard studios

  Designed for comfort and efficiency





✔️ Project Perks:


  BERDE-certified eco-friendly condominium

  Clubhouse, gym, pool, jogging path, sky garden, and playground

  Ready for occupancy – no need to wait for turnover!





✔️ Strategic Location:


  Minutes away from Las Piñas LRT Extension, SM Southmall, SM Sucat, and Alabang

  Direct access to major roads like C-5 Extension and Alabang-Zapote Road

  Accessible to top schools, hospitals, and shopping malls





Live in a community that promotes green living, peace of mind, and city convenience.




Message us to get unit availability or book a site tour!",Paseo Verde at Real,Paseo Verde at Real,,27 sqm,"₱ 3,742,425","Pulang Lupa Uno, Las Piñas",,1 bathroom,,Unfurnished,Studio,For Sale,,,,https://www.lamudi.com.ph/projects/paseo-verde-at-real/,2 Jun 2025,ULIP Realty
las-pinas,1,1-Bedroom Condo in Paseo Verde – Resort-Style Living in Las Piñas,"Enjoy privacy and comfort in this 1-Bedroom Unit (36.45 sqm) in Paseo Verde at Real. Designed for urban dwellers looking for a sanctuary in the city, this unit is ideal for first-time buyers, working professionals, or retirees who value quality living.




✔️ Unit Specs:


  36.45 sqm well-planned layout

  Separate bedroom and living area

  Functional kitchen and bathroom





✔️ Why Paseo Verde?


  BERDE-certified for sustainable building

  Pet-friendly, low-density development

  Move-in ready, with complete amenities: clubhouse, pool, sky garden, gym, park





✔️ Great Location:


  3.4 km from SM Sucat

  Near Alabang-Zapote, Las Piñas LRT, and C-5 Extension

  Access to public transport, malls, hospitals, and schools





Live in a community that feels like a retreat yet keeps you connected to Metro Manila’s key spots.




Book a viewing today and discover a better way to live!",,,,36 sqm,"₱ 5,076,057,000","Pulang Lupa Uno, Las Piñas",1 bedroom,1 bathroom,,,Condo,For Sale,,,,,2 Jun 2025,ULIP Realty
las-pinas,1,Affordable Studio Unit in Paseo Verde Las Piñas – BERDE Certified Condo,"Looking for a smart investment or a budget-friendly starter home? This 24.30 sqm Studio Unit at Paseo Verde at Real offers efficient living in a well-planned, eco-friendly community in Las Piñas City.




Located just 3.4 km from SM City Sucat, Paseo Verde is accessible via Alabang-Zapote Road, C-5 Extension, and Coastal Road. This sustainable development is BERDE-certified and offers healthy, green living spaces for individuals or investors.




✔️ Unit Features:


  24.30 sqm Studio layout

  Functional space with kitchen, toilet & bath, and sleeping area

  Move-in ready condition





✔️ Project Highlights:


  BERDE-certified green community

  Resort-style amenities: swimming pool, clubhouse, sky garden, jogging path, gym, and park & playground

  Developed by Lucent Evermore Estate Development, Inc.

  Marketed by Wee Community Developers, Inc.

  Peaceful and well-maintained neighborhood





✔️ Location Advantages:


  Near SM Sucat, Las Piñas Doctors Hospital, St. Dominic Medical Center, Puregold Pulang Lupa

  20–35 mins to Makati, MOA, NAIA, and Bonifacio Global City

  Easy access to schools, supermarkets, public transport





This is your chance to own a property in a community that values sustainability, accessibility, and modern city living. Perfect for professionals, students, and rental property seekers.




Reserve your unit today! Message us to schedule a site viewing or Zoom presentation.",Paseo Verde at Real,Paseo Verde at Real,,24 sqm,"₱ 3,348,843","Pulang Lupa Uno, Las Piñas",,1 bathroom,,,Studio,For Sale,,,,https://www.lamudi.com.ph/projects/paseo-verde-at-real/,2 Jun 2025,ULIP Realty
las-pinas,1,"1BR Condo at the South Residences, Las Pinas City For Sale","Brand new condo, newly turned over. 

23 sqm 1BR with Balcony at the 2nd Floor.

SMDC South Residences offers the seamless fusion of the life and lifestyle you have always dreamed of.




Situated in the Southmall Complex, the development provides premium living, 5-star features and amenities, as well as all the shopping, dining and entertainment choices found at SM Southmall, Las Piñas City along Zapote-Alabang Road.",South Residences,South Residences,,23 sqm,"₱ 3,500,000","Almanza Uno, Las Piñas",1 bedroom,1 bathroom,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/south-residences/,2 Jun 2025,"Ma Camille S Llave, Licensed RE Broker"
las-pinas,1,Amaia Steps Alabang 1 Bedroom Unfurnished for SALE in Las Pinas,,Amaia Steps Alabang,Amaia Steps Alabang,,32 sqm,"₱ 5,500,000","Las Piñas, Metro Manila",1 bedroom,1 bathroom,,Unfurnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/amaia-steps-alabang-1/,2 Jun 2025,Lemontree Real Estate Inc.
las-pinas,1,1 Bedroom Condo for Sale at Ohana Place Las Pinas City,"Discover comfort and convenience in this well-maintained 1-bedroom unit at Ohana Place, a secure and vibrant resort-style community developed by DMCI Homes. Located along Alabang-Zapote Road, this property offers easy access to key locations such as Alabang Town Center, SM Southmall, and major transport hubs.",Ohana Place,Ohana Place,,54 sqm,"₱ 4,500,000","Almanza Uno, Las Piñas",1 bedroom,1 bathroom,,,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/ohana-place/,31 May 2025,Hans Realty
