city,page,title,description,project_unit,project_name,area,floor_area,price,location,bedrooms,bathrooms,floor,condition,property_type,offer_type,construction_year,parking_spaces,ownership_type,project_link,publish_date,publish_by
makati,1,Rare 2 Bedroom 2BR Unit for Sale in One Legazpi Park Makati!,,One Legazpi Park,One Legazpi Park,97 sqm,97 sqm,"₱ 26,000,000","Legazpi Village, Makati",2 bedrooms,2 bathrooms,,,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/one-legazpi-park/,13 hours ago,Rhonalyn Sinag
makati,1,"2-Bedroom Unit in The Estate Makati, Makati City","A rare gem rising along Ayala Avenue has rightfully claimed its place among Asia’s best.

The Estate Makati garnered the highly coveted Best Condo Development (Asia) and Best Ultra Luxury Condo Development (Asia) awards at the prestigious PropertyGuru Asia Property Awards Grand Final held earlier this month. These victories by The Estate Makati—a joint venture of SM Development Corp. (SMDC) and Federal Land Inc.—serve as resounding validations of its bold claims to sophistication, exclusivity, and innovation.

Sample Computation:
Unit 5A
2BR
151.1 sqms
2 parking slots

Terms:  Spot 20% 30% over 30 Months, 50% Balance
List price:  83,430,508
Net Selling Price: 83,430,508
VAT:  10,011,661
Total Price with VAT:  93,442,169
Other Charges:  4,171,525
Total Contract Price:  97,613,695

Reservation:  500,000
Spot DP 20% : 18,188,433
30% over 30 Months (VAT Inclusive):  934,421
Balance 50% Spot or Bank:  46,721,084
Other Charges: 4,171,525

*Other payment terms also available.",,,,151 sqm,"₱ 83,430,508","Urdaneta, Makati",2 bedrooms,1 bathroom,,Partly furnished,Condo,For Sale,,2,Freehold,,13 hours ago,Broker Rosalyn de Guino
makati,1,For Sale 3 Bedroom Condo Loft at Edades Tower Rockwell Makati,"3BR Loft Unit at Edades Tower, Rockwell

Area: 161 sqm
Bedroom: 3
Bathroom: 3
Parking: 2

Condition: Semi-furnished
•⁠  ⁠Loft Type
•⁠  ⁠Open kitchen
•⁠  ⁠High Floor
•⁠  ⁠Corner Unit
•⁠  ⁠With balcony
•⁠  ⁠Facing Makati/BGC Skyline
•⁠  ⁠with view of Powerplant mall

SALE PRICE: Php 65M

To schedule a private viewing, please contact: 

Shi Properties PH
Making a Difference One Property at a Time",EDADES TOWER AND GARDEN VILLAS,EDADES TOWER AND GARDEN VILLAS,164 sqm,164 sqm,"₱ 65,000,000","Makati, Metro Manila",3 bedrooms,3 bathrooms,35,,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/edades-tower-and-garden-villas/,14 hours ago,Shiera Lining
makati,1,FULLY FURNISHED UNIT IN LE GRAND,FULLY FURNISHED UNIT IN LE GRAND,,,,153 sqm,"₱ 19,500,000","Bel-Air, Makati",2 bedrooms,1 bathroom,2,Partly furnished,Condo,For Sale,,,,,15 hours ago,HousingInteractive Inc.
makati,1,FULLY FURNISHED 1BR UNIT WITH PARKING FOR SALE IN THE RESIDENCES AT GREENBELT,FULLY FURNISHED 1BR UNIT WITH PARKING FOR SALE IN THE RESIDENCES AT GREENBELT,,,,76 sqm,"₱ 23,750,000","Legazpi Village, Makati",1 bedroom,1 bathroom,26,Fully furnished,Condo,For Sale,,1,,,15 hours ago,HousingInteractive Inc.
makati,1,BRAND NEW 1-BEDROOM UNIT FOR SALE IN THE RISE,Start to live in a modern life in Makati by buying this brand new 1-bedroom unit from The Rise! Hurry up as this unit will have its construction completed this November 2020! Head now to HousingInteractive and allow us to assist you in having this property!,,,,28 sqm,"₱ 6,800,000","San Antonio, Makati",1 bedroom,1 bathroom,43,Unfurnished,Condo,For Sale,,,,,15 hours ago,HousingInteractive Inc.
makati,1,FULLY FURNISHED 3BR UNIT WITH BALCONY AND PARKING FOR SALE IN THE RESIDENCES AT GREENBELT,FULLY FURNISHED 3BR UNIT WITH BALCONY AND PARKING FOR SALE IN THE RESIDENCES AT GREENBELT,,,,165 sqm,"₱ 50,000,000","Legazpi Village, Makati",3 bedrooms,3 bathrooms,47,Fully furnished,Condo,For Sale,,2,,,15 hours ago,HousingInteractive Inc.
makati,1,"FOR SALE: Condo Unit located at Park Terraces Tower, Makati City","FOR SALE: Condo Unit located at Park Terraces Tower, Makati City

Floor area: 82 sqm
Fronting San Lorenzo Village
With unobstructed South facing views
A special 1 bedroom (No balcony)
Semi furnished with built in wardrobe closet
Fully equipped kitchen with cooker and hood
Furniture can be an option
1 parking slot
Ready for occupancy

Selling Price: P30M gross

ID: JGZ3530
Under PRC 12640",,,,82 sqm,"₱ 30,000,000","Makati, Metro Manila",,,,,Condo,For Sale,,1,,,19 hours ago,Grandeur Realty
makati,1,For Sale/Lease: Condo Unit located at Proscenium Rockwell Lincoln,"For Sale/Lease: Condo Unit located at Proscenium Rockwell Lincoln

Floor Area : 118 sqm
2 Bedrooms
1 Parking
RFO
Fully-furnished

Rent fee:₱160k/month included association dues
2months deposit + 2months advance
Terms:1-year contract

Sale price: P46M gross

ID: JGZ3515
Under PRC 12640",,,,118 sqm,,"Guadalupe Viejo, Makati",2 bedrooms,,,Fully furnished,Condo,Buy & Rent,,1,,,20 hours ago,Grandeur Realty
makati,1,"RUSH SALE STUDIO UNIT FOR SALE❗️MANANSALA TOWER, ROCKWELL MAKATI CITY","Manansala tower
36th floor
39sqm 
Semi furnished 
1 parking 
Clean title 
Asking: 12M gross 
Slightly NEGOTIABLE

Please message me:
𝗠𝗮𝗿𝗶𝗰𝗮𝗿 𝗡𝗮𝘁𝗶𝘃𝗶𝗱𝗮𝗱
+63968640----
Under PRC REBL No.15842 
Certified Real Estate Broker

𝐑𝐌𝐒 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐢𝐞𝐬
We hope to serve you best today, tomorrow and always. Thank you!",Manansala Rockwell,Manansala Rockwell,39 sqm,39 sqm,"₱ 12,000,000","Bangkal, Makati",3 bedrooms,,,Partly furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/41032-73-ffed4b95643a-1102-7e7df6f5-8322-4efd,20 hours ago,RMS PROPERTIES
makati,1,RUSH SALE 3BR UNIT FOR SALE❗️SALCEDO MAKATI CITY,"3BR UNIT FOR SALE❗️SALCEDO MAKATI CITY

ALFARO PLACE SALCEDO

- 91.56 sqm
-  3bedroom
- 1 parking slot
- Semi- furnished 
- Facing Salcedo Park
Selling Price: Php 15,000,000
 
Please message me:
𝗠𝗮𝗿𝗶𝗰𝗮𝗿 𝗡𝗮𝘁𝗶𝘃𝗶𝗱𝗮𝗱
+63968640----
Under PRC REBL No.15842 
Certified Real Estate Broker

𝐑𝐌𝐒 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐢𝐞𝐬
We hope to serve you best today, tomorrow and always. Thank you!",Alfaro Place,Alfaro Place,92 sqm,92 sqm,"₱ 15,000,000","Bel-Air, Makati",3 bedrooms,,,Partly furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/alfaro-place/,20 hours ago,RMS PROPERTIES
makati,1,For Sale: Lincoln Tower 2BR (SMKT-PL-KM),"For Sale

Proscenium Lincoln Tower

118 sqm
2 Bedroom
2 toilet and bath
Balcony
Furnished w/ACs, television, refrigerator)
1 parking slot
Price: 46M",,,118 sqm,118 sqm,"₱ 46,000,000","Guadalupe Viejo, Makati",2 bedrooms,2 bathrooms,,Partly furnished,Condo,For Sale,,1,,,21 hours ago,Andrew Koa
makati,1,ONE BEDROOM PROSCENIUM FOR SALE,"PROPERTY CODE: DS88-003400 
PROJECT: PROSCENIUM 
FLOOR AREA: 65
BEDROOMS: 1 
TOILET AND BATH: 1
PARKING: 2
FURNISHING: SEMI-FURNISHED
Title Status: MORTGAGED


UNIT DESC: Unit Size: 65 Sqm
1 Bedroom
1 Toilet and Bath
Semi Furnished
With Balcony with view of BGC Skyline
High Floor
2 Parking Slots (Tandem)

Price: Php 23,500,000 Gross",Proscenium at Rockwell,Proscenium at Rockwell,65 sqm,65 sqm,"₱ 23,500,000","Guadalupe Viejo, Makati",1 bedroom,1 bathroom,,Partly furnished,Condo,For Sale,,2,,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,22 hours ago,M+ Properties
makati,1,Rfo 2Br 38sqm Rent to Own Makati Condo FAST MOVE IN San Lorenzo Place in Chino Roces Megamall Magallanes MRT LRT Edsa NAIA Mckindley Pasay MOA BGC Ayala,"𝐒𝐀𝐍 𝐋𝐎𝐑𝐄𝐍𝐙𝐎 𝐏𝐋𝐀𝐂𝐄 
𝐋𝐨𝐜𝐚𝐭𝐞𝐝 𝐢𝐧: EDSA Corner Chino Roces Avenue, Makati City (Makati Central Business District Luxury Residences)

𝗧𝗘𝗥𝗠𝗦 
5% Promo Discount & Freebies
Perpetual Ownership
Flexible Payment Terms
Pet Friendly

READY FOR OCCUPANCY
1 BEDROOM - 26SQM
10% DOWNPAYMENT 2-3 WEEKS MOVE IN
-31K Monthly Amortization (month 1-48)

2 BEDROOM - 38SQM
10% DOWNPAYMENT 2-3 WEEKS MOVE IN
-31K Monthly Amortization (month 1-31st)
-35K Monthkt Amortization (month 32-48th)


Interior-designated lobby and common areas
Mailroom
24-hour security services and maintenance
Fire alarm and smoke detection system
Two fire exits per tower
Centralized sanitary disposal system
Automatic fire sprinkler system
CCTV cameras
Overhead water tank and underground cistern for ample water supply
Standby power generator for selected common areas
Building administration/security office

RECREATIONAL AMENITIES/FACILITIES

Commercial shops at ground and podium levels
Swimming pool
Multi-purpose court
Paved sunbathing deck
Children’s playground
Landscaped gardens
Jogging path
Fitness gym
Function room

STANDARD UNIT DELIVERABLES AND FINISHES

Ceramic tiles in living and dining areas, kitchen, and bedroom
Ceramic tiles in the toilet and bath
Custom-built kitchen cabinets 
Kitchen with provision for mechanical ventilation
Toilet with natural ventilation
Provision for an air-conditioning unit opening for the bedroom
Wall-hung bathroom sink
Typical walls: Plastered wall in the painted finish

UNIT FEATURES AND PROVISIONS

Smoke Detectors
Fire Sprinkler
Single-point water heater provision
Exhaust provision at Kitchen
Individual electric and water meter
Provision for telephone lines/CATV/internet per unit

𝗥𝗘𝗤𝗨𝗜𝗥𝗘𝗠𝗘𝗡𝗧𝗦
start 30K Reservation Fee
2 Valid ID's
Any Proof of Billing",San Lorenzo Place,San Lorenzo Place,38 sqm,6 sqm,"₱ 2,701,800","Bangkal, Makati",2 bedrooms,1 bathroom,16,Unfurnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/san-lorenzo-place/,23 hours ago,Jerald Yucot
makati,1,"FOR SALE - Fully Furnished Corner Unit with City View in Eton Parkview Greenbelt, Legazpi Village, Makati City","FOR SALE
Eton Parkview Greenbelt, Legazpi Village, Brgy. San Lorenzo, Makati City
Fully Furnished Corner Unit with City View
Floor Area: 57 sqm
1 bedroom with 1.5 T&B
Interior and upgraded unit
Near Greenbelt, 1 parking slot
Price: P9,500,000 gross ngotiable

Disclaimer: All property availability and prices are subject to change without prior notice. Although we make every effort to ensure the accuracy of the information provided, we strongly recommend that you verify all details with us directly before making any decisions",,,,57 sqm,"₱ 9,500,000","Legazpi Village, Makati",1 bedroom,1 bathroom,,,Condo,For Sale,,,,,23 hours ago,Luxe Realty
makati,1,"1BR IN CENTURY SPIRE, MAKATI CITY, 56.04SQM",,Century Spire Makati,Century Spire Makati,56 sqm,56 sqm,"₱ 13,200,000","San Miguel Village, Makati",1 bedroom,1 bathroom,41,Fully furnished,Condo,For Sale,2014,,Freehold,https://www.lamudi.com.ph/projects/41032-73-1054673bbd25-71d0-a0ccb52c-a25f-4b53,1 day ago,RE/MAX ONE
makati,1,Makati Condo 1Br San Lorenzo Place Rfo Rent to Own in Makati Ayala Bgc Taguig Naia Pasay Ortigas Edsa Mrt Lrt,"𝐒𝐀𝐍 𝐋𝐎𝐑𝐄𝐍𝐙𝐎 𝐏𝐋𝐀𝐂𝐄 
𝐋𝐨𝐜𝐚𝐭𝐞𝐝 𝐢𝐧: EDSA Corner Chino Roces Avenue, Makati City (Makati Central Business District Luxury Residences)

𝗧𝗘𝗥𝗠𝗦 
5% Promo Discount & Freebies
Perpetual Ownership
Flexible Payment Terms
Pet Friendly

READY FOR OCCUPANCY
1 BEDROOM - 26SQM
-31K Monthly Amortization (month 1-24)

2 BEDROOM - 38SQM
-31K Monthly Amortization (month 1-24)


Interior-designated lobby and common areas
Mailroom
24-hour security services and maintenance
Fire alarm and smoke detection system
Two fire exits per tower
Centralized sanitary disposal system
Automatic fire sprinkler system
CCTV cameras
Overhead water tank and underground cistern for ample water supply
Standby power generator for selected common areas
Building administration/security office

RECREATIONAL AMENITIES/FACILITIES

Commercial shops at ground and podium levels
Swimming pool
Multi-purpose court
Paved sunbathing deck
Children’s playground
Landscaped gardens
Jogging path
Fitness gym
Function room

STANDARD UNIT DELIVERABLES AND FINISHES

Ceramic tiles in living and dining areas, kitchen, and bedroom
Ceramic tiles in the toilet and bath
Custom-built kitchen cabinets 
Kitchen with provision for mechanical ventilation
Toilet with natural ventilation
Provision for an air-conditioning unit opening for the bedroom
Wall-hung bathroom sink
Typical walls: Plastered wall in the painted finish

UNIT FEATURES AND PROVISIONS

Smoke Detectors
Fire Sprinkler
Single-point water heater provision
Exhaust provision at Kitchen
Individual electric and water meter
Provision for telephone lines/CATV/internet per unit

𝗥𝗘𝗤𝗨𝗜𝗥𝗘𝗠𝗘𝗡𝗧𝗦
start 30K Reservation Fee
2 Valid ID's
Any Proof of Billing",San Lorenzo Place,San Lorenzo Place,25 sqm,3 sqm,"₱ 2,301,400","Bangkal, Makati",1 bedroom,1 bathroom,12,Unfurnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/san-lorenzo-place/,"1 day, 1 hour ago",Jerald Yucot
makati,1,2Br 38sqm Rfo 10% Downpayment Highrise Tower Makati Condo San Lorenzo Place in Makati Bgc Ayala NAIA Pasay MOA Taguig Ortigas Edsa Magallanes Chino Roces,"𝐒𝐀𝐍 𝐋𝐎𝐑𝐄𝐍𝐙𝐎 𝐏𝐋𝐀𝐂𝐄 
𝐋𝐨𝐜𝐚𝐭𝐞𝐝 𝐢𝐧: EDSA Corner Chino Roces Avenue, Makati City (Makati Central Business District Luxury Residences)

𝗧𝗘𝗥𝗠𝗦 
5% Promo Discount & Freebies
Perpetual Ownership
Flexible Payment Terms
Pet Friendly

READY FOR OCCUPANCY
1 BEDROOM - 26SQM
-31K Monthly Amortization (month 1-24)

2 BEDROOM - 38SQM
-31K Monthly Amortization (month 1-24)


Interior-designated lobby and common areas
Mailroom
24-hour security services and maintenance
Fire alarm and smoke detection system
Two fire exits per tower
Centralized sanitary disposal system
Automatic fire sprinkler system
CCTV cameras
Overhead water tank and underground cistern for ample water supply
Standby power generator for selected common areas
Building administration/security office

RECREATIONAL AMENITIES/FACILITIES

Commercial shops at ground and podium levels
Swimming pool
Multi-purpose court
Paved sunbathing deck
Children’s playground
Landscaped gardens
Jogging path
Fitness gym
Function room

STANDARD UNIT DELIVERABLES AND FINISHES

Ceramic tiles in living and dining areas, kitchen, and bedroom
Ceramic tiles in the toilet and bath
Custom-built kitchen cabinets 
Kitchen with provision for mechanical ventilation
Toilet with natural ventilation
Provision for an air-conditioning unit opening for the bedroom
Wall-hung bathroom sink
Typical walls: Plastered wall in the painted finish

UNIT FEATURES AND PROVISIONS

Smoke Detectors
Fire Sprinkler
Single-point water heater provision
Exhaust provision at Kitchen
Individual electric and water meter
Provision for telephone lines/CATV/internet per unit

𝗥𝗘𝗤𝗨𝗜𝗥𝗘𝗠𝗘𝗡𝗧𝗦
start 30K Reservation Fee
2 Valid ID's
Any Proof of Billing",San Lorenzo Place,San Lorenzo Place,38 sqm,5 sqm,"₱ 2,300,014","Bangkal, Makati",2 bedrooms,1 bathroom,18,Unfurnished,Condo,For Sale,,,,https://www.lamudi.com.ph/projects/san-lorenzo-place/,"1 day, 1 hour ago",Jerald Yucot
makati,1,1Br 26sqm Makati Condo Rent to Own Rfo San Lorenzo Place 10% Downpayment in Makati Ortigas Taguig Ayala Naia Mrt Lrt Pasay Moa Edsa Magallanes Pasig,"𝐒𝐀𝐍 𝐋𝐎𝐑𝐄𝐍𝐙𝐎 𝐏𝐋𝐀𝐂𝐄 
𝐋𝐨𝐜𝐚𝐭𝐞𝐝 𝐢𝐧: EDSA Corner Chino Roces Avenue, Makati City (Makati Central Business District Luxury Residences)

𝗧𝗘𝗥𝗠𝗦 
5% Promo Discount & Freebies
Perpetual Ownership
Flexible Payment Terms
Pet Friendly

READY FOR OCCUPANCY
1 BEDROOM - 26SQM
-31K Monthly Amortization (month 1-24)

2 BEDROOM - 38SQM
-31K Monthly Amortization (month 1-24)


Interior-designated lobby and common areas
Mailroom
24-hour security services and maintenance
Fire alarm and smoke detection system
Two fire exits per tower
Centralized sanitary disposal system
Automatic fire sprinkler system
CCTV cameras
Overhead water tank and underground cistern for ample water supply
Standby power generator for selected common areas
Building administration/security office

RECREATIONAL AMENITIES/FACILITIES

Commercial shops at ground and podium levels
Swimming pool
Multi-purpose court
Paved sunbathing deck
Children’s playground
Landscaped gardens
Jogging path
Fitness gym
Function room

STANDARD UNIT DELIVERABLES AND FINISHES

Ceramic tiles in living and dining areas, kitchen, and bedroom
Ceramic tiles in the toilet and bath
Custom-built kitchen cabinets 
Kitchen with provision for mechanical ventilation
Toilet with natural ventilation
Provision for an air-conditioning unit opening for the bedroom
Wall-hung bathroom sink
Typical walls: Plastered wall in the painted finish

UNIT FEATURES AND PROVISIONS

Smoke Detectors
Fire Sprinkler
Single-point water heater provision
Exhaust provision at Kitchen
Individual electric and water meter
Provision for telephone lines/CATV/internet per unit

𝗥𝗘𝗤𝗨𝗜𝗥𝗘𝗠𝗘𝗡𝗧𝗦
start 30K Reservation Fee
2 Valid ID's
Any Proof of Billing",San Lorenzo Place,San Lorenzo Place,26 sqm,3 sqm,"₱ 2,000,063","Bangkal, Makati",1 bedroom,1 bathroom,18,Unfurnished,Studio,For Sale,,,,https://www.lamudi.com.ph/projects/san-lorenzo-place/,"1 day, 1 hour ago",Jerald Yucot
makati,1,"1BR IN CENTURY SPIRE, MAKATI CITY, 64.77SQM",,Century Spire,Century Spire,64 sqm,64 sqm,"₱ 11,400,000","Makati, Metro Manila",1 bedroom,1 bathroom,41,Fully furnished,Condo,For Sale,2014,,Freehold,https://www.lamudi.com.ph/projects/century-spire/,"1 day, 2 hours ago",RE/MAX ONE
makati,1,2BR Unit For Sale - Tropical Palms Condominium,,Tropical Palms,Tropical Palms,,142 sqm,"₱ 22,500,000","Legazpi Village, Makati",2 bedrooms,2 bathrooms,3,Fully furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/tropical-palms/,"1 day, 13 hours ago",Veronica Ginez
makati,1,2BR Unit For Sale - Elizabeth Place,,Elizabeth Place,Elizabeth Place,,139 sqm,"₱ 18,500,000","Bel-Air, Makati",2 bedrooms,2 bathrooms,17,Fully furnished,Condo,For Sale,,1,,https://www.lamudi.com.ph/projects/elizabeth-place/,"1 day, 13 hours ago",Veronica Ginez
makati,1,For Sale Oriental Garden Lotus Tower 2 Bedroom Fully Furnished Renovated 1 Parking,"FOR SALE‼

Location: Oriental Garden - Lotus Tower
Chino Roces, Makati City 

Property Details:
2-Bedroom Unit
78.5 sqm
Renovated & Modern Interior
Fully Furnished
1 Parking Slot

Selling Price: ₱13,000,000 (Net to Seller)
Price negotiable",Oriental Garden,Oriental Garden,78 sqm,78 sqm,"₱ 13,000,000","Pio Del Pilar, Makati",2 bedrooms,2 bathrooms,11,Fully furnished,Condo,For Sale,,1,Freehold,https://www.lamudi.com.ph/projects/41032-73-7760ca15f8a7-3ad-665390e5-a86e-43c8,"1 day, 15 hours ago",RE/MAX Resus - Levi
makati,1,FULLY FURNISHED 3BR UNIT WITH BALCONY AND PARKING FOR SALE IN THE RESIDENCES AT GREENBELT,FULLY FURNISHED 3BR UNIT WITH BALCONY AND PARKING FOR SALE IN THE RESIDENCES AT GREENBELT,,,,165 sqm,"₱ 50,000,000","Legazpi Village, Makati",3 bedrooms,3 bathrooms,47,Fully furnished,Condo,For Sale,,2,,,"1 day, 15 hours ago",HousingInteractive Inc.
makati,1,FURNISHED 3BR UNIT WITH 2 PARKINGS FOR SALE IN THE RESIDENCES AT GREENBELT,FURNISHED 3BR UNIT WITH 2 PARKINGS FOR SALE IN THE RESIDENCES AT GREENBELT,,,,165 sqm,"₱ 50,000,000","Legazpi Village, Makati",3 bedrooms,3 bathrooms,,Fully furnished,Condo,For Sale,,2,,,"1 day, 15 hours ago",HousingInteractive Inc.
makati,1,"RUSH!!! newly condo unit in GENTRY RESIDENCES, MAKATI","a newly turnover condo unit in Makati area
    > clean title
    > with parking slot included
    > with utility room
    > with 1 bedroom with toilet & bath

For the price of Php. 18M
For direct clients only
Book a day notice schedule for  ocular
Thank you",,,,65 sqm,"₱ 18,000,000","Urdaneta, Makati",1 bedroom,1 bathroom,65,Unfurnished,Condo,For Sale,,1,Freehold,,"1 day, 19 hours ago",Rosalinda Yasis
makati,1,"1 Bedroom For Sale in Amorsolo West, Makati City","Amorsolo West Tower, Makati City

Overview of the Project
Amorsolo West Tower is part of the exclusive Amorsolo Square residential complex within Rockwell Center, Makati. Rising 18 stories, it is one of the more intimate residential towers in the area, designed for those who prefer a private and low-density living environment. With its prime location beside Amorsolo East and just a short walk to Power Plant Mall, Amorsolo West provides both privacy and convenience, perfectly suited for families, professionals, and expatriates.

Key Building Features

Architectural Design: Modern, low-density residential tower designed with timeless finishes and spacious layouts.

Unit Configurations: One-bedroom, two-bedroom, and three-bedroom units ranging from approx. 70 sqm to 220 sqm.

Premium Finishes: Units with large windows, engineered wood floors, modular kitchens, and high-quality bathroom fixtures.

Safety & Convenience: 24/7 security, CCTV monitoring, high-speed elevators, 100% backup power, and secure parking levels.

Facilities & Services

Outdoor Amenities:

Swimming pool with landscaped deck

Children’s play area

Garden lounges

Indoor Amenities:

Fitness gym

Function and meeting rooms

Lobby with concierge and reception services

Services:

24-hour security and building maintenance

Ample parking spaces

Property management office

Nearby Establishments

Shopping & Dining:

Power Plant Mall – luxury shopping and dining within Rockwell Center

Rockwell Retail Row – home to cafés, restaurants, and boutique stores

Century City Mall – lifestyle and entertainment hub nearby

Educational Institutions:

Ateneo Professional Schools – Rockwell

Assumption College

Colegio de San Agustin – Makati

Healthcare Facilities:

Makati Medical Center

Unciano General Hospital

Pacific Eye Laser Center

Business Hubs:

Rockwell Business Center

Makati Central Business District

Bonifacio Global City (15–20 minutes)

Ortigas Center (20–25 minutes via EDSA)

Transportation & Accessibility

Road Access: Easily connected via J.P. Rizal, Estrella, and Rockwell Drive, with quick access to EDSA, Makati Avenue, and Kalayaan Avenue.

Public Transport: Close to MRT Guadalupe Station; jeepney, bus, and UV Express routes available along EDSA and J.P. Rizal.

Shuttle & P2P Services: Rockwell’s private shuttle services plus nearby P2P bus terminals at Glorietta and Greenbelt for convenient travel to Alabang, Ortigas, and NAIA.

Airport Access: About 25–35 minutes to Ninoy Aquino International Airport (NAIA) via Skyway or EDSA.

Walkability: Highly walkable within Rockwell Center, with direct pedestrian access to Power Plant Mall, dining strips, and nearby business hubs.


Property Specifications: 
Unit Type: 1 bedroom loft with 1 bathroom 
Floor area: 73sqm
Status: Semi-Furnished
Parking: 1 slots

Total Contract Price: Php 25,000,000",,,73 sqm,73 sqm,"₱ 25,000,000","Makati, Metro Manila",1 bedroom,1 bathroom,,Partly furnished,Condo,For Sale,2025,1,Freehold,,"1 day, 19 hours ago",Erlyn Merino
makati,1,"1 Bedroom For Sale in Amorsolo West, Makati City","Amorsolo West Tower, Makati City

Overview of the Project
Amorsolo West Tower is part of the exclusive Amorsolo Square residential complex within Rockwell Center, Makati. Rising 18 stories, it is one of the more intimate residential towers in the area, designed for those who prefer a private and low-density living environment. With its prime location beside Amorsolo East and just a short walk to Power Plant Mall, Amorsolo West provides both privacy and convenience, perfectly suited for families, professionals, and expatriates.

Key Building Features

Architectural Design: Modern, low-density residential tower designed with timeless finishes and spacious layouts.

Unit Configurations: One-bedroom, two-bedroom, and three-bedroom units ranging from approx. 70 sqm to 220 sqm.

Premium Finishes: Units with large windows, engineered wood floors, modular kitchens, and high-quality bathroom fixtures.

Safety & Convenience: 24/7 security, CCTV monitoring, high-speed elevators, 100% backup power, and secure parking levels.

Facilities & Services

Outdoor Amenities:

Swimming pool with landscaped deck

Children’s play area

Garden lounges

Indoor Amenities:

Fitness gym

Function and meeting rooms

Lobby with concierge and reception services

Services:

24-hour security and building maintenance

Ample parking spaces

Property management office

Nearby Establishments

Shopping & Dining:

Power Plant Mall – luxury shopping and dining within Rockwell Center

Rockwell Retail Row – home to cafés, restaurants, and boutique stores

Century City Mall – lifestyle and entertainment hub nearby

Educational Institutions:

Ateneo Professional Schools – Rockwell

Assumption College

Colegio de San Agustin – Makati

Healthcare Facilities:

Makati Medical Center

Unciano General Hospital

Pacific Eye Laser Center

Business Hubs:

Rockwell Business Center

Makati Central Business District

Bonifacio Global City (15–20 minutes)

Ortigas Center (20–25 minutes via EDSA)

Transportation & Accessibility

Road Access: Easily connected via J.P. Rizal, Estrella, and Rockwell Drive, with quick access to EDSA, Makati Avenue, and Kalayaan Avenue.

Public Transport: Close to MRT Guadalupe Station; jeepney, bus, and UV Express routes available along EDSA and J.P. Rizal.

Shuttle & P2P Services: Rockwell’s private shuttle services plus nearby P2P bus terminals at Glorietta and Greenbelt for convenient travel to Alabang, Ortigas, and NAIA.

Airport Access: About 25–35 minutes to Ninoy Aquino International Airport (NAIA) via Skyway or EDSA.

Walkability: Highly walkable within Rockwell Center, with direct pedestrian access to Power Plant Mall, dining strips, and nearby business hubs.


Property Specifications: 
Unit Type: 1 bedroom loft with 1 bathroom 
Floor area: 73sqm
Status: Semi-Furnished
Parking: 1 slots

Total Contract Price: Php 25,000,000",,,73 sqm,73 sqm,"₱ 25,000,000","Makati, Metro Manila",1 bedroom,1 bathroom,,Partly furnished,Condo,For Sale,2025,1,Freehold,,"1 day, 19 hours ago",Erlyn Merino
