city,page,title,description,project_unit,project_name,area,floor_area,price,location,bedrooms,bathrooms,floor,condition,property_type,offer_type,construction_year,parking_spaces,ownership_type,project_link,publish_date,publish_by
manila,1,Residential Condominium in Sunview Palace Manila City For Sale,"seaview unit
3 bedroom with 1 car garage

Rent: Php 50,000 plus 
Association dues: 7,138.80
Sale: Php 100k per sqm",,,,132 sqm,"₱ 13,220,000","Ermita, Manila",,,,,Condo,For Sale,,,Freehold,,"3 days, 22 hours ago",My Hometown Realty and Developer Inc. (DMGS)
manila,1,Residential Condominium in Mandarin Mansion Manila City For Sale,"3 bedrooms
1 parking Slot",,,,217 sqm,"₱ 25,000,000","Binondo, Manila",,,,,Condo,For Sale,,,Freehold,,4 days ago,My Hometown Realty and Developer Inc. (DMGS)
manila,1,Hotels for Sale - Manila,"Hotels for Sale - Manila 

Old Hotel for Renovation
Roxas Blvd Malate Manila 
Lot Area: 4,553 sqm 
6 Storeys, 96 rooms 
Prime tourist location 
Price: Php 4.5 Billion negotiable 

4 Star Hotels for sale
Roxas Blvd Pasay Manila
Lot Area: 4,596 sqm 
19 storey bldg, fully furnished 
308 spacious bedrooms with bath
Adult & kids pool, gym, resto, bar 
Conference hall and facilities 
One level parking
Price: Php 4.5 Billion 

STRICTLY DIRECT BUYERS ONLY. No brokers or agents please. 

More available. Commercial lots and buildings also available in: 

Makati CBD 
Fort BGC 
Aseana Macapagal 
Mauban QC 
Ortigas",,,"4,553 sqm","2,733 sqm","₱ 4,500,000,000","Malate, Manila",,,,,Condotel,For Sale,,,,,"4 days, 1 hour ago",A-list Properties
manila,1,Residential Condominium in Robinsons Place Residences in Manila For Sale,"2 bed room and maids quarters
3 toilet and bath
1 parking slot
clean title
unit un occupied
unfurnished",,,,83 sqm,"₱ 11,000,000","Ermita, Manila",,,,,Condo,For Sale,,,Freehold,,"4 days, 1 hour ago",My Hometown Realty and Developer Inc. (DMGS)
manila,1,Preselling Studio Condominium in Recto Avenue Quiapo Manila across UE Manila,"LOWEST AND CHEAPEST PRESELLING CONDOMINIUM IN A VERY PRIME LOCATION!
YET IT IS WELL-KNOWN ON ITS EXPERTISE IN THE CONSTRUCTION BUSINESS!

Looking for Property Investment with Great Capital Appreciation? 
High-yield for potential rental and leasing income?

Perch2044 at PF Recto Tower is a Preselling Mixed Commercial-Residential Building in a Very Prime Location at the Heart of University Belt of Manila.
In between LRT-2 Recto and LRT-2 Legarda Station.

Located at Recto Avenue, Quiapo, Manila
Across University of the East Main Campus

PRE-SELLING (Turn-Over 2029)
Offers Flexible Payment Terms.
Big Spot Cash Discount up to 15%
Huge Bulk Discount for Bulk Buyers!

Option 1 Spot Cash
Unit Price:	3,928,937.60
Less	Preselling Cash Discount 928,937.60
New Price Discounted Php 3,000,000.00
Reservation Fee	50,000.00
Net Selling Price	2,950,000.00

FLEXIBLE PAYMENT TERM 0% INTEREST FOR 4 YEARS!

STUDIO UNIT
AREA: 19.60 SQM

FLEXIBLE TERM
Option 4	Standard Term 20-80
Unit Price:	3,928,937.60
Less	Reservation Fee	50,000.00
Net Selling Price	3,878,937.60
20% Dowpayment	775,787.52
Payable in 48 months	16,162.24
80% Bank Financing	3,103,150.08
Estimated Amortization at 7% P.A.	
15 years	27,891.99
10 years	36,030.20
5 years	61,446.09

THERE'S MORE! ALSO AVAILABLE THRU PAG-IBIG FINANCING!

> Perpetual / Lifetime Ownership 
> High Capital Appreciation and High Rental Yield
> Best location for leasing and airbnb business
> Flexible Payment Scheme 0% for 4 years
> Near Mega Subway, EDSA etc.
> Pet Friendly
> Safe and Secured
> Complete Amenities
> Prime Location / Main Highway
> Available thru Bank and Pag-Ibig Financing.

Send us a message to schedule a viewing or for more details!

DIANA C. FELIPE
PRC 0019962 | DSHUD 001222
Licensed Real Estate Broker
PTR No. 2024- 5719637
MyHometown Realty and Developer Inc.",,,19 sqm,19 sqm,"₱ 3,928,937","Quiapo, Manila",1 bedroom,1 bathroom,,Unfurnished,Condo,For Sale,2029,,Freehold,,"6 days, 1 hour ago",MyHomeTown Realty and Development Inc. (DF)
manila,1,Hotels for Sale - Manila,"Hotels for Sale - Manila 

Old Hotel for Renovation
Roxas Blvd Malate Manila 
Lot Area: 4,553 sqm 
6 Storeys, 96 rooms 
Prime tourist location 
Price: Php 4.5 Billion negotiable 

4 Star Hotels for sale
Roxas Blvd Pasay Manila
Lot Area: 4,596 sqm 
19 storey bldg, fully furnished 
308 spacious bedrooms with bath
Adult & kids pool, gym, resto, bar 
Conference hall and facilities 
One level parking
Price: Php 4.5 Billion 

STRICTLY DIRECT BUYERS ONLY. No brokers or agents please. 

More available. Commercial lots and buildings also available in: 

Makati CBD 
Fort BGC 
Aseana Macapagal 
Mauban QC 
Ortigas",,,"4,553 sqm","2,633 sqm","₱ 4,500,000,000","Malate, Manila",,,,,Condotel,For Sale,,,,,1 week ago,A-list Properties
manila,1,PROMO 12% DP in 36 months 1 Bedroom-28sqm Condo For Sale in Taft Malate Manila The Camden Place near DLSU St. Scholasticas College Vito Cruz LRT,,The Camden Place,The Camden Place,28 sqm,28 sqm,"₱ 5,880,300","Malate, Manila",1 bedroom,1 bathroom,,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/the-camden-place/,"1 week, 11 hours ago",Mechele Escovidal
manila,1,For Sale 1 Bedroom Condo in Taft Manila The Camden Place near DLSU Vito Cruz LRT Station,,The Camden Place,The Camden Place,28 sqm,28 sqm,"₱ 5,974,000","Malate, Manila",1 bedroom,1 bathroom,29,Unfurnished,Condo,For Sale,,,Freehold,https://www.lamudi.com.ph/projects/the-camden-place/,"1 week, 12 hours ago",Mechele Escovidal
manila,1,Roxas Boulevard Residential Condo,"Near US. Embassy
ROBINSONS MALL
PGH
UP MANILA
COURT OF APPEALS
MANILA DOCTOR'S
NBI
LRT STATION",,,102 sqm,102 sqm,"₱ 13,849,686","Ermita, Manila",2 bedrooms,2 bathrooms,23,Partly furnished,Condo,For Sale,,,,,"1 week, 23 hours ago",Arlene Posadas
manila,1,Hotels for Sale - Manila,"Hotels for Sale - Manila 

Old Hotel for Renovation
Roxas Blvd Malate Manila 
Lot Area: 4,553 sqm 
6 Storeys, 96 rooms 
Prime tourist location 
Price: Php 4.5 Billion negotiable 

4 Star Hotels for sale
Roxas Blvd Pasay Manila
Lot Area: 4,596 sqm 
19 storey bldg, fully furnished 
308 spacious bedrooms with bath
Adult & kids pool, gym, resto, bar 
Conference hall and facilities 
One level parking
Price: Php 4.5 Billion 

STRICTLY DIRECT BUYERS ONLY. No brokers or agents please. 

More available. Commercial lots and buildings also available in: 

Makati CBD 
Fort BGC 
Aseana Macapagal 
Mauban QC 
Ortigas",,,"4,553 sqm","2,633 sqm","₱ 4,500,000,000","Malate, Manila",,,,,Condotel,For Sale,,,,,"1 week, 1 day ago",A-list Properties
manila,1,Hotels for Sale - Manila,"Hotels for Sale - Manila 

Old Hotel for Renovation
Roxas Blvd Malate Manila 
Lot Area: 4,553 sqm 
6 Storeys, 96 rooms 
Prime tourist location 
Price: Php 4.5 Billion negotiable 

4 Star Hotels for sale
Roxas Blvd Pasay Manila
Lot Area: 4,596 sqm 
19 storey bldg, fully furnished 
308 spacious bedrooms with bath
Adult & kids pool, gym, resto, bar 
Conference hall and facilities 
One level parking
Price: Php 4.5 Billion 

STRICTLY DIRECT BUYERS ONLY. No brokers or agents please. 

More available. Commercial lots and buildings also available in: 

Makati CBD 
Fort BGC 
Aseana Macapagal 
Mauban QC 
Ortigas",,,"4,553 sqm","2,622 sqm","₱ 4,500,000,000","Malate, Manila",,,,,Condotel,For Sale,,,,,"1 week, 1 day ago",A-list Properties
manila,1,Affordable luxury condominium,"Mango Tree Residences — a two-tower residential development by Empire East in San Juan City.

Luxury & Lifestyle Focus
1. Live where elegance meets nature — Mango Tree Residences.
2. Your private escape in the heart of the city.
3. Breathe easy. Live beautifully.

Nature & Tranquility Theme
4. Wake up to fresh air, lush views, and endless possibilities.
5. Urban living, nature’s embrace.
6. Find your calm at Mango Tree Residences.

Family & Home Feel
7. A home where families grow and memories flourish.
8. Your forever home starts here.
9. More than a residence — it’s your sanctuary.",Mango Tree Residences,Mango Tree Residences,47 sqm,47 sqm,"₱ 1,500,000","Sampaloc, Manila",2 bedrooms,2 bathrooms,30,Unfurnished,Condo,For Sale,2025,,,https://www.lamudi.com.ph/projects/mango-tree-residences/,"1 week, 2 days ago",Angelica Joy Fernandez
manila,1,"Studio, 1Bedroom and 2 Bedrooms Unit for Sale / For Rent in Santa Mesa Manila, The Silk Residences","For Sale and For Rent:
The Silk Residences is located at the heart of Sta. Mesa, Manila. It is a two-tower, 40-storey master-planned condominium that seamlessly blends quality, comfort, and practical design . Our units go beyond the basics, providing thoughtful amenities for your ideal urban lifestyle, promising a transformation in condo living in the Metro. Offering spacious units from 23 sqm. to 72 sqm., The Silk Residences ensures the best value for your money. With a strategic location, upgraded features, and guaranteed quality, it's a perfect home for every Filipino.

Ready-for-Occupancy Resale Studio Unit 22.24sqm / 2.6M / Cash 
Studio Unit with Balcony 27sqm / 3.1M / Cash 
1 Bedroom Unit with Balcony 2 Parking / 46.10sqm / 8.5M Pasalo / 8.3M Cash
2 Bedroom Unit with Parking 56sqm / 7.2M / Flexible Payment.

For Rent 
Studio Unit with Balcony 
27sqm 
1 month advance and 2 months deposit 
long term contract 

For The pictures and other details. Please message your inquiries",,,27 sqm,27 sqm,"₱ 3,100,000","Santa Mesa, Manila",,1 bathroom,7,Unfurnished,Condo,Buy & Rent,,,Freehold,,"1 week, 2 days ago",Imelda Valdez
manila,1,"1 Bedroom Unit with Balcony and 2 Bedrooms Unit for Sale / For Rent in Santa Mesa Manila, Philippines","For Sale and For Rent:
The Silk Residences is located at the heart of Sta. Mesa, Manila. It is a two-tower, 40-storey master-planned condominium that seamlessly blends quality, comfort, and practical design . Our units go beyond the basics, providing thoughtful amenities for your ideal urban lifestyle, promising a transformation in condo living in the Metro. Offering spacious units from 23 sqm. to 72 sqm., The Silk Residences ensures the best value for your money. With a strategic location, upgraded features, and guaranteed quality, it's a perfect home for every Filipino.

Ready-for-Occupancy Resale Studio Unit 22.24sqm / 2.6M / Cash 
Studio Unit with Balcony 27sqm / 3.1M / Cash 
1 Bedroom Unit with Balcony 2 Parking / 46.10sqm / 8.5M Pasalo / 8.3M Cash
2 Bedroom Unit with Parking 56sqm / 7.2M / Flexible Payment.

For Rent 
Studio Unit with Balcony 
27sqm 
1 month advance and 2 months deposit 
long term contract 

For The pictures and other details. Please message your inquiries",,,46 sqm,46 sqm,"₱ 8,500,000","Santa Mesa, Manila",1 bedroom,1 bathroom,24,Fully furnished,Condo,Buy & Rent,,2,Freehold,,"1 week, 2 days ago",Imelda Valdez
manila,1,2-Bedroom Condo and Modern Living in Prime San Juan for sale,"Located in the vibrant city of San Juan, this prime address offers a peaceful residential atmosphere while keeping you close to key lifestyle hubs, business districts, and top schools.
Address: San Juan City, Metro Manila
Nearby Areas: Ortigas CBD, Makati, Quezon City, Mandaluyong

Fun Trivia: The residences are named after the area’s lush mango tree groves, a nod to San Juan’s heritage where mango trees once flourished abundantly. Even today, the community is surrounded by greenery that provides a refreshing environment in the heart of the city.

Unit Features:
* 2 generously sized bedrooms
* Open-plan living and dining area
* Modern kitchen with quality finishes
* Private balcony for fresh air and city views
* Well-ventilated and naturally lit interiors

Why Choose Mango Tree Residences – East Residences?
* Resort-Style Amenities: Swimming pool, fitness gym, landscaped gardens, function rooms, and children’s play area.
* Prime Location: Minutes away from Greenhills Shopping Center, Ortigas CBD, and 
* Top schools like Xavier, ICA, and La Salle Greenhills.
* Secure and Exclusive: 24/7 security, CCTV monitoring, and controlled access for your peace of mind.
* Investment Potential: A sought-after location with high rental demand and strong property value appreciation.",Mango Tree Residences,Mango Tree Residences,51 sqm,51 sqm,,"Sampaloc, Manila",2 bedrooms,1 bathroom,22,,Condo,Buy & Rent,,,,https://www.lamudi.com.ph/projects/mango-tree-residences/,"1 week, 2 days ago",Denise-Anne Gwyneth Masangkay Matriano
manila,1,"The Camden Place by DMCI Homes - Studio unit, 1 Bedroom Pre-selling for sale! 📌 Located at Dominga Street Malate Manila.",,The Camden Place,The Camden Place,25 sqm,25 sqm,,"Malate, Manila",1 bedroom,1 bathroom,10,Unfurnished,Condo,Buy & Rent,2025,,,https://www.lamudi.com.ph/projects/the-camden-place/,"1 week, 3 days ago",Roberto Siriban Jr
manila,1,Affordable 2bedroom Condo in Metro Manila,"Convent Garden Santa Mesa’s Premier Urban Lifestyle Destination

At the heart of Manila, Philippines
Convent Garden offers a rare opportunity to invest in a high-growth residential and commercial hub, strategically located near key business districts, universities, and transport links.

Why Invest in Convent Garden?
Prime Location: Easy access to Makati, Ortigas, and Manila’s CBD.
Modern Living Spaces: Stylish condominiums with world-class amenities.
Rising Property Values: Strong rental demand from professionals and students.
Mixed-Use Development: Retail, dining, and leisure all in one community.

Perfect for Overseas Investors
Enjoy passive rental income and long-term capital appreciation in one of Metro Manila’s most accessible and connected locations.

Your Gateway to Philippine Real Estate Growth
Secure your stake today in Convent Garden Santa Mesa’s address of the future.

Contact us now for investment packages and unit availability.",COVENT GARDEN,COVENT GARDEN,46 sqm,48 sqm,"₱ 50,000","Santa Mesa, Manila",2 bedrooms,2 bathrooms,29,Unfurnished,Condo,For Sale,2025,,Freehold,https://www.lamudi.com.ph/projects/covent-garden/,"1 week, 4 days ago",Angelica Joy Fernandez
manila,1,"Near Chinese Schools, PCC, Chiang Kai Shek, Hope, St Stephen","The price is 8,800,000 net 

or for rental at 30k per moth

1. Strategic, Ultra-Convenient Location
Nestled in the heart of Santa Cruz/Tondo, with easy access to Binondo’s vibrant business and retail districts. 

Walking distance to top Chinese educational institutions like St. Stephen’s High School, Chiang Kai-shek College, Philippine Cultural College, Hope Christian High School, and Sakya 

Close to shopping favorites: Tutuban Mall, 168 Mall, Lucky Chinatown, Dragon 8 Mall, and Divisoria 

Proximity to key hospitals such as Metropolitan Medical Hospital, Chinese General Hospital, and UST Hospital 

Well-connected to transport hubs like PNR Tutuban and major thoroughfares for seamless mobility 

2. Modern Condo Features & Lifestyle Amenities
Offers urban comfort tailored to both professionals and families, blending practicality with style 

Amenities include:
24/7 security for peace of mind
Swimming pool and gym for recreation
Option for live-work setup, with potential for business permit use

Marketing Highlights
For Resale Buyers
Ideal for families or investors seeking homeownership in a thriving urban hub—especially those prioritizing proximity to schools, markets, and transport links.
Daily life is made easier with amenities and essential services right at your doorstep.
Attractive investment potential, thanks to its high-demand location and condo features.",,,70 sqm,70 sqm,,"Tondo, Manila",3 bedrooms,2 bathrooms,11,Partly furnished,Condo,Buy & Rent,,,,,"1 week, 4 days ago",Arlene Posadas
manila,1,Studio Condo Unit in University Belt For Sale,"Floor Area: 19.6
No. of Bedrooms: 
No. of Toilet and Bath: 1
Description:

This finished studio unit is located in PF Recto Tower, 2044 Recto Avenue, Malate, Manila—within the University Belt. With a floor area of 19.6 sqm, it is delivered fully finished upon turnover, ideal for students, professionals, or rental investment.

Parking slots are from the 3rd to 7th floor.

Building amenities include fitness centers, student lounges with Wi-Fi, swimming pools, function rooms, commercial areas, and 24/7 security.

Price Per SQM: Php 200,456
Total Contract Price: Php 3,928,937.60
Reservation Fee: Php 50,000

Location: Recto Avenue, Malate, Manila",,,,19 sqm,"₱ 3,928,938","Santa Cruz, Quezon City",,1 bathroom,,,Condo,For Sale,,1,,,"1 week, 6 days ago",My Hometown Realty and Developer Inc. (PS)
manila,1,1-Bedroom Condo Unit in University Belt For Sale,"Floor Area: 32.48
No. of Bedrooms: 1 
No. of Toilet and Bath: 1
Description:

This finished 1-bedroom unit is located in PF Recto Tower, 2044 Recto Avenue, Malate, Manila—within the University Belt. With a floor area of 34.48 sqm, it is delivered fully finished upon turnover, ideal for students, professionals, or rental investment.

Parking slots are from the 3rd to 7th floor.

Building amenities include fitness centers, student lounges with Wi-Fi, swimming pools, function rooms, commercial areas, and 24/7 security.

Price Per SQM: Php 200,608
Total Contract Price: Php 6,515,747.84
Reservation Fee: Php 50,000

Location: Recto Avenue, Malate, Manila",,,,34 sqm,"₱ 6,515,748","Santa Cruz, Quezon City",1 bedroom,1 bathroom,,,Condo,For Sale,,1,,,"1 week, 6 days ago",My Hometown Realty and Developer Inc. (PS)
